Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Software Engineer III (Backend),Prosper,"Hybrid work in San Francisco, CA 94105","  Demonstrated proficiency in leveraging cloud-native architecture and cloud services, particularly in implementing Cloud Functions and architecting Data Flows… ·More...",,"$125,000 - $222,000 a year",
Avionics Software Test Engineer,Mach Industries,"Huntington Beach, CA","  Proven experience as a software test engineer, preferably in the aerospace or defense industry.  Integrate and test software components, ensuring seamless data… ·More...",,"$125,000 - $222,000 a year",
Embedded Software Engineer,"Econolite Group, Inc.","Anaheim, CA 92807 (Northeast Anaheim area)",  Write embedded software and tools primarily using C++.  We are looking for a strong software engineer with proven proficiency in writing modern C++ code and unit… ·More...,,"$125,000 - $222,000 a year",
Backend Engineer,Ketch,"Hybrid work in San Francisco, CA",  2-3 years of experience in software engineering.  Develop server-side components primarily in Golang and interact with various data stores and processing… ·More...,,"$125,000 - $222,000 a year",
Software Engineer,"Harbor Truck Bodies, Inc.","Fontana, CA 92335",  This needs to meet parameters to mitigate cyber security risks.  Create Dashboards for Sales and Manufacturing teams for online review using Power Bl or other… EmployerActive 11 days ago·More...,,"$125,000 - $222,000 a year",Active 11 days ago
Mid-Level Software Developer New,Parsec,"Hybrid work in Anaheim Hills, CA","  Minimum of 3 years of relevant software development experience.  Work with a team to design, document, develop and test our industry leading software platform. ·More...",,"$125,000 - $222,000 a year",
Frontend Developer – Remote India,LeewayHertz,"Remote in San Francisco, CA 94111","  Understanding of server-side rendering and its benefits.  Troubleshoot, debug, and resolve software defects and issues. ·More...",,"$125,000 - $222,000 a year",
Software Engineer / Research Scientist,"Venator Solutions, LLC","San Diego, CA 92123",  5-15 years of engineering experience.  Solid understanding of object-oriented design.  All candidates must be U.S. citizens and able to obtain (and maintain) an… EmployerActive 4 days ago·More...,,"$125,000 - $222,000 a year",Active 4 days ago
software engineer jobs in California,,,,,,
Full Stack Developer - (startup experience needed),Powerful Placements,"San Francisco Bay Area, CA","  5+ years of experience as a Software Engineer.  Someone who built a product from 0-1..  Bay Area-based candidates preferred, as this is a hybrid position. ·More...",,"$80,000 - $95,000 a year",
Backend Engineer,Wealthfront,"Palo Alto, CA",  Wealthfront engineers automate our development processes.  Wealthfront engineers automate observability in case of failure. ·More...,,"$80,000 - $95,000 a year",
"Software Engineer, Product",Braintrust,"San Francisco, CA","  Developers integrate Braintrust into their continuous integration and development loops, often running 50+ experiments per day. ·More...",,"$80,000 - $95,000 a year",
Software Engineer - Full Stack - .NET,Bankjoy,"Remote in Ontario, CA","  As a Software Engineer within our Digital Banking platform, you will be instrumental in the development and maintenance of robust, secure, and scalable software… ·More...",,"$80,000 - $95,000 a year",
Software Developer II,Ensymbios,"Garden Grove, CA 92844","  Job based in Garden Grove, CA but require relocation/travel to unanticipated locations throughout the US. ·More...",,"$80,000 - $95,000 a year",
NET Full Stack Software Engineer (Remote),IMEG Corp.,"Remote in Los Angeles, CA",  Ability to learn new software and technologies quickly;  Strong Design Pattern and software engineering experience required;  NET Full Stack Software Engineer. ·More...,,"$80,000 - $95,000 a year",
"Software Engineer, Full Stack",Liftoff,"Remote in San Francisco Bay Area, CA",  Mentor junior engineers and contribute to their professional development.  Experience with Go and Python is a big plus. ·More...,,"$80,000 - $95,000 a year",
Software Engineer II (Job ID:3626),Valkyrie Enterprises,"San Diego, CA",  Duties include the training of project personnel in the procedures and approaches available for the work effort.  Supervises technical staff assigned to project. ·More...,,"$80,000 - $95,000 a year",
"Software Engineer, Full-Stack",Loop,"San Francisco, CA 94108 (Financial District/South Beach area)",  Five years of software engineering experience.  Bad data and inefficient workflows create friction that limits working capital and raises costs for every supply… ·More...,,"$80,000 - $95,000 a year",
Java Software Engineer,Celonis SE,"Palo Alto, CA","  Great compensation and benefits packages (equity (restricted stock units), life insurance, time off, generous leave for new parents from day one, and more). ·More...",,"$80,000 - $95,000 a year",
Associate Software Developer,General Atomics and Affiliated Companies,"Poway, CA",  Windows application development for sensor management software throughout the software life-cycle.  Software Developer programming duties shall include… ·More...,,"$80,000 - $95,000 a year",
"Software Engineer, Post Production Engineering",Disney,"Emeryville, CA","  Proven ability to work with both technical and non-technical software users.  Develop and maintain our software architecture, applying strong principles for code… ·More...",,"$80,000 - $95,000 a year",
Software Developer,Hermosaz,"Oakland, CA",  We are looking for a sharp developer with knowledge of Lucene Nutch and Hadoop distributed computing platforms. ·More...,,"$80,000 - $95,000 a year",
Backend Developer (Bay Area),Cyberhaven,Remote in California,  We’re looking for an experienced backend software engineer to help drive and evolve our product.  You'll write secure-by-design hardened software that must… ·More...,,"$80,000 - $95,000 a year",
Software Engineer,Fortinet,"Sunnyvale, CA (East Murphy area)","  The ideal candidate is a software engineer who is passionate about cloud security, systems engineering, big data, and directly addressing customer-facing issues… ·More...",,"$80,000 - $95,000 a year",
software engineer jobs in California,,,,,,
Full Stack Software Developer,EDF Renewables,"San Diego, CA 92128 (Carmel Mountain area)","  Approximately 5-10% of the time is spent at project sites and travelling to other EDFR locations, potentially including international travel. ·More...",,"$115,000 - $135,000 a year",
Software Engineer,SS&C,"Hybrid work in San Francisco, CA",  Work with QA engineers for validating software functionality.  3+ years of professional software development experience.  Deep Understanding of C# (VB a plus). ·More...,,"$115,000 - $135,000 a year",
Software Engineer,TCL Research America,"San Jose, CA 95110","  Unit-test code for robustness, including edge cases, usability, and general reliability;  Architecture, building, testing and supporting the primary tool for… ·More...",,"$115,000 - $135,000 a year",
"Software Engineer (Java , Python) | Remote |",Zenith Services,"Remote in Sunnyvale, CA",  2 years of experience with data structures/algorithms and software development in one or more programming languages.  Write product or system development code. ·More...,,"$115,000 - $135,000 a year",
"Senior Software Engineer, Web Backend","Virewirx, Inc.","San Diego, CA 92121","  Containerized software development (Docker, Kubernetes).  7+ years of experience developing production software using modern web technologies. ·More...",,"$115,000 - $135,000 a year",
Software Engineer - Pylon Lending,"Pacifica Connections, LLC","Menlo Park, CA","  Pylon is revolutionizing the mortgage industry with our mortgage-as-a-service platform, enabling enterprises to build and offer mortgage credit products using… EmployerActive 4 days ago·More...",,"$115,000 - $135,000 a year",Active 4 days ago
Software Engineer,Pddn,"Fremont, CA 94538 (Baylands area)","  Working with Java, J2EE, JavaScript, HTML and SQL for development new modules and modified existing modules as per business requirement. ·More...",,"$115,000 - $135,000 a year",
"Software Engineer (Java, Python, Airflow, Kafka | Remote - San Bruno, CA",Zenith Services,"Remote in San Bruno, CA",  Involved in planning of system and development deployment as well as responsible for meeting software compliance standards. ·More...,,"$115,000 - $135,000 a year",
Full Stack Engineer - Vitalize Care,"Pacifica Connections, LLC","San Francisco, CA","  Design and develop scalable, efficient software solutions using modern technologies.  Experience building enterprise software solutions. EmployerActive 4 days ago·More...",,"$115,000 - $135,000 a year",Active 4 days ago
Backend Engineer,Envoy,"San Francisco, CA 94107","  5+ years of software engineering experience or coding experience.  With over 50 million sign-ins to date, Envoy Visitors empowers workplaces to create a warm… ·More...",,"$115,000 - $135,000 a year",
Backend Software Engineer - Cupertino,"Beezwax Datatools, Inc.","San Jose, CA","  Support for productivity and continued learning in the forms of hardware, software, learning materials, training, and conferences. EmployerActive 5 days ago·More...",,"$115,000 - $135,000 a year",Active 5 days ago
"Software Engineer, Controls",Agtonomy,"Hybrid work in South San Francisco, CA","  You will also work closely with the embedded, hardware, and testing teams to safely and reliably validate the control of the various actuators on our platforms. ·More...",,"$115,000 - $135,000 a year",
Software Engineer - Onboard Infrastructure,pony.ai,"Fremont, CA","  You will participate in various software development cycles to discover the real problems in autonomous driving, design robust and scalable solutions, and… EmployerActive 3 days ago·More...",,"$115,000 - $135,000 a year",Active 3 days ago
Web Developer/Software Engineer,Chuwa America,"San Jose, CA 95110 (Downtown area)","  San Jose based (Hybrid- 3 days/week)*.  5+ years of experience in web application development using JavaScript, Node.js and React. EmployerActive 4 days ago·More...",,"$115,000 - $135,000 a year",Active 4 days ago
Software Engineer,iHealth Labs,"Sunnyvale, CA 94086",  3+ years relevant software product development experience.  Architect and build the next version of our data-processing pipeline and a version control solution… ·More...,,"$115,000 - $135,000 a year",
software engineer jobs in California,,,,,,
511 Senior Software Developer,Metropolitan Transportation Commission,"Hybrid work in San Francisco, CA 94105",  The incumbent will follow software engineering life cycle management and best practices for all software artifacts.  Conducting existing code and design reviews. ·More...,,$50 - $60 an hour,
Software Programmer,PolyExplore,"San Jose, CA 95131 (North San Jose area)","  Review software code, compile and execute the software using accurate data.  Provide guidance on usage and technical support to address software-related issues… ·More...",,$50 - $60 an hour,
"Embedded Engineer/ Embedded software engineer (C, C++, Python, Golang)",Tellus Solutions,"Mountain View, CA","  Embedded software: 5 years (Required).  Good programming skills (C, C++, python).  Kernel space: 5 years (Required).  Job Types: Full-time, Contract. EmployerActive 4 days ago·More...",,$50 - $60 an hour,Active 4 days ago
DELMIA Apriso Services Software Specialist,DELMIA,"Long Beach, CA","  Knowledge on DELMIA Apriso software architecture, design models and methodologies.  Analyze and correct reported issues and/or execute software changes required… ·More...",,$50 - $60 an hour,
Student Software Engineer - Cozy 2d AI app,Coral,"Remote in Ontario, CA","  Experience with PixiJS, Tweenjs, or similar game development libraries.  You'll work directly with senior engineers to build delightful features using modern web… ·More...",,$50 - $60 an hour,
Software Developer For Manufacturing Software Solutions,Agilent Technologies Inc.,"Santa Clara, CA 95051",  Implement and test software applications to ensure they meet quality standards.  Knowledge of software development methodologies and best practices. ·More...,,$50 - $60 an hour,
"Software Engineering Manager, tvOS",Apple,"Cupertino, CA","  Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s… ·More...",,$50 - $60 an hour,
Windows Server Engineer,Sintra Technologies,"Pittsburg, CA 94565",  Microsoft Windows Server: 5 years (Required).  Develop and maintain documentation for server configurations and procedures.  Must be local/near Pittsburg CA. EmployerActive 4 days ago·More...,,$50 - $60 an hour,Active 4 days ago
Senior Software Development Engineer,Fortinet,"Sunnyvale, CA (East Murphy area)","  5+ year overall software development experience in network/cloud security industry.  Design, implement and enhance FortiSASE product. ·More...",,$50 - $60 an hour,
"Software Engineer, EVM SVM Infrastructure - Informal Staking",Informal Systems,"Remote in San Francisco, CA","  Build, maintain, and grow our core staking operations and other services, including infrastructure and smart contract components. EmployerActive 18 days ago·More...",,$50 - $60 an hour,Active 18 days ago
RF Embedded Software Engineer,Impulse Space,"Redondo Beach, CA","  In addition to base salary, for full-time hires, you may also be eligible for long-term incentives, in the form of stock options, and access to medical, vision … ·More...",,$50 - $60 an hour,
Software Engineer - eCommerce,PAC Panasonic Avionics Corporation,"Hybrid work in Irvine, CA 92612",  Maintains the developed software efficiently through solid knowledge of software lifecycles.  We’re looking for a software engineer with ecommerce industry… ·More...,,$50 - $60 an hour,
Sr. Software Engineer,Rivian and VW Group Technology,"Palo Alto, CA 94304","  From operating systems to zonal controllers to cloud and connectivity solutions, we’re addressing the challenges of electric vehicles through technology that… ·More...",,$50 - $60 an hour,
Software Engineer - Customer Solutions,Coactive AI,"Hybrid work in San Jose, CA","  Ability to provide technical mentorship to other technical and non-technical team members, such as sales engineers, solutions engineers, and/or account… ·More...",,$50 - $60 an hour,
Software Engineer,Serino Systems Inc,"Danville, CA 94526",  Evaluate new OS platform and create an embedded software design.  Design and develop embedded software in an Agile environment.  Experience : Minimum of 4 years. ·More...,,$50 - $60 an hour,
software engineer jobs in California,,,,,,
Mobile Engineer,CBRE,"Midland, TX","  High School Diploma, GED, or trade school diploma with 4-5 years of job-related experience.  Oversee maintenance and repairs to the mechanical, industrial,… ",,"$90,000 - $100,000 a year",
Software Engineer in Test (Hybrid/Onsite),Visa,"Hybrid work in Austin, TX",  Develop software to augment existing test automation tools.  Build test tools to improve software quality and performance. EmployerActive 3 days ago·More...,,"$90,000 - $100,000 a year",Active 3 days ago
Site Reliability Engineer,Best Ring Point of Sale,"Austin, TX","  Work closely with software engineers and QAs to ensure the system is responding properly to non-functional requirements such as performance, security, and… ",,"$90,000 - $100,000 a year",
"Software Engineer, New College Grad - 2025",Visa,"Hybrid work in Austin, TX",  Familiarity with software testing principles.  Solid understanding of software engineering concepts and methodologies. EmployerActive 3 days ago·More...,,"$90,000 - $100,000 a year",Active 3 days ago
Associate Software Engineer,Arrive Logistics,"Hybrid work in Austin, TX 78744","  That process is traditionally very complicated and manual for everyone involved.  As a Senior Software Engineer here at Arrive, you will work closely with… ·More...",,"$90,000 - $100,000 a year",
Embedded Software Developer,Smartrise Engineering,"Irving, TX 75061","  Experience or hobbies in embedded software development.  Design, develop, code, test and debug system on embedded targets.  Ability to write device driver. EmployerActive 6 days ago",,"$90,000 - $100,000 a year",Active 6 days ago
Principal Software Engineer,Wilder Systems,"Austin, TX 78721 (MLK 183 area)","  Experience designing software to meet DFARS cybersecurity standards.  Mentorship: Provide guidance and mentorship to junior engineers, fostering a culture of… EmployerActive 4 days ago",,"$90,000 - $100,000 a year",Active 4 days ago
Full Stack Developer,Dante,Remote in Texas,  Dive right in working alongside Dante teammates and client stakeholders to build robust scalable serverless software in the cloud for our enterprise private… EmployerActive 6 days ago,,"$90,000 - $100,000 a year",Active 6 days ago
Software Engineer - Spring 2025 Co-Op,Motorola Solutions,"Allen, TX 75002","  Our backend software can be deployed On-Prem, in private data centers, or in a public cloud infrastructure.  Knowledge on any one of the public cloud platforms… ·More...",,"$90,000 - $100,000 a year",
Software Engineer,Foxconn Corporation,"Houston, TX 77064","  Knowledge of professional software engineering and best practices for the full software development life cycle, including coding standards, code reviews, source… ·More...",,"$90,000 - $100,000 a year",
Junior Software Engineer Cohort,Koddi,"Fort Worth, TX","  Collaborate with a team of software engineers, contributing to an agile environment.  Experience with web application development, distributed and parallel… ·More...",,"$90,000 - $100,000 a year",
IS&T Early Career Software Engineer Opportunities,Apple,"Austin, TX",  Related software engineering internship or job experience.  Proficient programming knowledge in at least one of the following areas: Server side development … ·More...,,"$90,000 - $100,000 a year",
Junior Software Engineer,Continuum Applied Technology Inc.,"Austin, TX 78729",  Experience in software design and architecture; experience in software design and architecture of scalable enterprise software a plus. EmployerActive 6 days ago·More...,,"$90,000 - $100,000 a year",Active 6 days ago
Entry Level Software Developer,Reynolds and Reynolds,"Houston, TX","  Reynolds and Reynolds develops application and system software for a wide variety of environments including client/server applications, browser-based… ·More...",,"$90,000 - $100,000 a year",
Software Developer,Oracle,"Austin, TX 78741 (Riverside area)","  As a member of the software engineering division, apply knowledge of software architecture to perform tasks associated with developing, debugging, or designing… ·More...",,"$90,000 - $100,000 a year",
software engineer jobs in Texas,,,,,,
Software Engineer (Cyber) - Early Career,Lockheed Martin,"Fort Worth, TX 76108",  ; This position will require a government security clearance.  Must be a US Citizen; this position will require a government security clearance. ·More...,,$60 - $65 an hour,
Software Quality Engineer (SQE),TEEMA,"Plano, TX",  Minimum of 5-7 years of experience in software quality assurance in network and endpoint security.  Demonstrated ability to troubleshoot software and network… EmployerActive 4 days ago·More...,,$60 - $65 an hour,Active 4 days ago
Software Engineer,Apple,"Austin, TX",  1 year of experience in software development.  Experience in software security and compliance frameworks.  Strong experience in object oriented programming with… ·More...,,$60 - $65 an hour,
Sr Software Engineer,Southwest Airlines,"Dallas, TX 75235 (Dallas Love Field area)",  Southwest offers health plan coverage options that start from the very first day of employment.  Ability to communicate and interact with others in the English… ·More...,,$60 - $65 an hour,
Software Engineer Co-Op - Summer 2025,Lennox International,"Carrollton, TX 75006",  Interest or desire to lead project teams.  Successful co-ops will have the potential opportunity of joining Lennox Full-Time upon graduation or internship… ·More...,,$60 - $65 an hour,
Software Engineer - Renters Insurance,AppFolio,"Dallas, TX","  Familiarity with Agile software development.  Evolve the renters insurance purchase flow to better meet tenant needs, besting the experience offered by our… ·More...",,$60 - $65 an hour,
Apprentice - Software Applications Development,Hewlett Packard,"Spring, TX 77389","  Updates, modifies, and enhances existing software applications to meet changing business needs and fix issues. ·More...",,$60 - $65 an hour,
Software Engineer 3,Advanced Proactive Solutions LLC,"Hybrid work in Austin, TX 78751","  3 Years: Good teamwork skills, and ability to collaborate with other functional and technical staff on the project.  Job Types: Full-time, Contract. EmployerActive 4 days ago·More...",,$60 - $65 an hour,Active 4 days ago
Software Engineer,Blackhawk Network,"Coppell, TX 75019",  0+ years of hands-on experience with object-oriented and software engineering using Java or JavaScript.  Blackhawk Network offers benefits including 401k with… ·More...,,$60 - $65 an hour,
Software Engineer,Arrow Search Partners,"Dallas, TX","  Build programs that pull high level financial data sets for front office teams.  Test and maintain programs over time, provide new ideas and enhancements to… ·More...",,$60 - $65 an hour,
Intermediate Software Developer,Zedcor Security Solutions Corp.,"Houston, TX 77032 (IAH - Airport area)","  As an intermediate developer, you should have a solid foundation in software development, complex database queries, problem-solving abilities, and experience… EmployerActive 4 days ago·More...",,$60 - $65 an hour,Active 4 days ago
"Software Engineer, Information Systems",Apple,"Austin, TX",  You will work with project managers and technical teams in a multi-functional environment to implement quality products that meet the business goals. ·More...,,$60 - $65 an hour,
Software Engineer,JPMorgan Chase,"Plano, TX 75024","  Participate in project planning sessions with project managers, business analysts, and team members to analyze business requirements and outline proposed… ·More...",,$60 - $65 an hour,
Software Engineer,Digital iTechnology,"Austin, TX","  Using our learning resources, workshops and classroom training, employees may choose the learning offering that best meets their needs. ·More...",,$60 - $65 an hour,
Staff Software Engineer (Remote),Home Depot / THD,"Remote in Austin, TX","  Extensive experience with front end technology such as HTML, CSS, and Javascript/Typescript frameworks, an object-oriented programming language (preferably Java… ·More...",,$60 - $65 an hour,
software engineer jobs in Texas,,,,,,
Senior Software Engineer,Liberty Mutual,"Plano, TX 75024","  5+ years of software engineering experience.  Comprehensive problem-solver: As you manage the end-to-end development of software products, you’ll analyze issues… ·More...",,"$103,400 - $188,800 a year",
"Software Engineer, Web",Topaz Labs,"Dallas, TX 75254",  Our product engineers work on everything from application architecture to frontend features.  We're profitable with infinite runway. ·More...,,"$103,400 - $188,800 a year",
Specialist - Software Development & Engineering,Charles Schwab,"Hybrid work in Westlake, TX","  Paid time for vacation, volunteering, and 28-day sabbatical after every 5 years of service for eligible positions.  Position allows for partial remote work. ·More...",,"$103,400 - $188,800 a year",
Senior Software Engineer,Albers Aerospace,"McKinney, TX 75069","  Execute large, complex software project initiatives with minimal oversight or direction.  Critique design efforts including software architecture, requirements… EmployerActive 4 days ago·More...",,"$103,400 - $188,800 a year",Active 4 days ago
Software Engineer - Algorithm Infrastructure,Capital Careers,"Hybrid work in Carrollton, TX 75006","  Proven experience as a Software Engineer with a strong focus on software infrastructure for data analytics.  Implement algorithms for data analytics, performance… EmployerActive 4 days ago·More...",,"$103,400 - $188,800 a year",Active 4 days ago
Sr. Software Engineer (Dallas),JSX,"Dallas, TX","  Set up and manage CI/CD pipelines to automate the software development process, including deployment and testing. ·More...",,"$103,400 - $188,800 a year",
Early Career Application Designer,Gainwell Technologies LLC,Remote in Texas,  Team player who can collaborate and communicate effectively with colleagues and leaders in a remote environment. ·More...,,"$103,400 - $188,800 a year",
"Senior Software Engineer, Endpoint",Cisco ThousandEyes,"Austin, TX",  Employees are also able to purchase company stock through our Employee Stock Purchase Program.  Bachelor's degree in Computer Science or similar. ·More...,,"$103,400 - $188,800 a year",
Software Developer,Valiant IT Services,"Austin, TX 78759 (Arboretum area)","  Analyze user needs and develop software solutions.  Design, develop, code, test and modify software applications and specialized utility programs. ·More...",,"$103,400 - $188,800 a year",
"Scientist, Software Engineer",L3Harris Technologies,"Greenville, TX 75402","  Document software designs, practices, and development procedures.  Mentor and provide technical guidance to junior engineers. ·More...",,"$103,400 - $188,800 a year",
New Tank Programmer,HMT Tank,"Tomball, TX","  This role involves creating scripts, applications, and plugins that enhance efficiency in design and analysis workflows, collaborating with engineers to… EmployerActive 11 days ago·More...",,"$103,400 - $188,800 a year",Active 11 days ago
"Software Engineer, Ethernet Switching - New College Grad 2024",NVIDIA,"Austin, TX 78701","  Collaborate with other team members, architects, firmware engineers and QA teams.  Widely considered to be one of the technology world’s most desirable employers… ·More...",,"$103,400 - $188,800 a year",
Software Engineer - Backend Systems (Golang),Apple,"Austin, TX","  5 years of experience in software engineering.  You have experience and insight into designing, implementing, and supporting highly scalable cloud services from… ·More...",,"$103,400 - $188,800 a year",
Aerospace Software Safety Engineer,Yom Solutions LLC,"Fort Worth, TX 76118",  Interface with the customer and teammates on software safety related issues.  Influence air vehicle design to improve system and software safety features and… EmployerActive 4 days ago·More...,,"$103,400 - $188,800 a year",Active 4 days ago
Oracle PL/SQL Developer,Wallero Technologies,"Hybrid work in Wadsworth, TX 77483","  Without a degree, 5 years full time technical experience or 5 years full-time programming and SQA testing experience will be considered. EmployerActive 4 days ago·More...",,"$103,400 - $188,800 a year",Active 4 days ago
software engineer jobs in Texas,,,,,,
Software Engineer,Cimarron Software,"Hybrid work in Houston, TX 77058","  Proficiency in simulation software development using tools such as Simulink, LabVIEW, or similar.  Develop and maintain simulation software for the Axiom… ·More...",,"$129,300 - $223,600 a year",
"Software Development Engineer, AWS New Team","Amazon Web Services, Inc.","Dallas, TX","  3+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations… ·More...",,"$129,300 - $223,600 a year",
Software Development Engineer II,The Hershey Company,"Dallas, TX",  Are you a software engineer interested in helping to bootstrap a brand new software organization at Hershey?  We are looking to hire the first few engineers for… ·More...,,"$129,300 - $223,600 a year",
Software Developer,Valiant IT Services,"Austin, TX 78759 (Arboretum area)","  Analyze user needs and develop software solutions.  Design, develop, code, test and modify software applications and specialized utility programs. ·More...",,"$129,300 - $223,600 a year",
"Software Engineer III - Golang, AWS, Terraform",JPMorgan Chase,"Plano, TX 75023",  Experience in building and maintaining cloud native software solutions including advanced knowledge of managing infrastructure as code. ·More...,,"$129,300 - $223,600 a year",
Software Development Engineer UEFI BIOS,"Advanced Micro Devices, Inc","Austin, TX 78735 (East Oak Hill area)","  Our mission is to build great products that accelerate next-generation computing experiences – the building blocks for the data center, artificial intelligence,… ·More...",,"$129,300 - $223,600 a year",
Sr. Software Engineer (Dallas),JSX,"Dallas, TX","  Whether you fly a plane or a desk, every JSX Crewmember is empowered to do what it takes to deliver a joyful & simple experience. ·More...",,"$129,300 - $223,600 a year",
Genesis Analysis / Software Engineer,Amentum,"Houston, TX 77058","  We need your talent, teamwork, and energy to help us achieve great things that inspire people all over the globe.  If you are, we need you! ·More...",,"$129,300 - $223,600 a year",
Engineering -- Tech Risk -- Software Engineer -- Associate-- Dallas,Goldman Sachs,"Dallas, TX 75201 (Uptown area)","  Tech Risk Engineering consists of security, software, and data engineers that utilize technology data to provide solutions for the automated detection of… ·More...",,"$129,300 - $223,600 a year",
Senior Embedded Software Engineer,BattGenie Inc,"Austin, TX 78712",  2-4 years experience developing and working on industry-grade embedded systems software.  Excellent oral and written communication skills with the ability to… EmployerActive 4 days ago·More...,,"$129,300 - $223,600 a year",Active 4 days ago
Senior Software Engineer,Liberty Mutual,"Plano, TX 75024","  5+ years of software engineering experience.  As a senior software engineer at Liberty Mutual, you’ll apply your talents in an agile environment that has the… ·More...",,"$129,300 - $223,600 a year",
Principal Software Engineer,Liberty Mutual,"Plano, TX 75024",  Motivated mentor: Exercise your technical chops while coaching and collaborating with junior software engineers.  Experience working in an agile environment. ·More...,,"$129,300 - $223,600 a year",
Senior Software Engineer,AT&T,"Dallas, TX 75202 (Downtown area)","  MINIMUM REQUIREMENTS: Requires a Bachelor’s degree, or foreign equivalent degree, in Information Technology, Computer Science, or Information Systems and 5… ·More...",,"$129,300 - $223,600 a year",
Software Systems Engineer,"Advanced Micro Devices, Inc","Hybrid work in Austin, TX 78735","  Our mission is to build great products that accelerate next-generation computing experiences – the building blocks for the data center, artificial intelligence,… ·More...",,"$129,300 - $223,600 a year",
"Software Engineer, Crypto Services, IS&T Enterprise Systems",Apple,"Austin, TX","  Experience to deliver high quality software project.  At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very… ·More...",,"$129,300 - $223,600 a year",
software engineer jobs in Texas,,,,,,
Software Engineer,Toyota,"Plano, TX","  Develop and Maintain Applications: Build, deploy, and maintain highly scalable software applications using Python, React, and AWS services. ·More...",,"$129,300 - $223,600 a year",
Software Development Engineer,Amazon.com Services LLC,"Austin, TX","  3+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations… ·More...",,"$129,300 - $223,600 a year",
Software Engineer (Government),AT&T,"San Antonio, TX",  3-5 years experience as well as Federal Government experience.  Successfully coordinate tasks with other software developers to deliver service features on… ·More...,,"$129,300 - $223,600 a year",
Software Development Engineer II,The Hershey Company,"Dallas, TX","  2-7 years of experience needed in software development, software engineering or information services.  Monitoring, alerting, and supporting software systems. ·More...",,"$129,300 - $223,600 a year",
"Software Development Engineer, AWS New Team","Amazon Web Services, Inc.","Dallas, TX","  3+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations… ·More...",,"$129,300 - $223,600 a year",
"Software Engineer, Quality (Starship)",SpaceX,"Brownsville, TX","  You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary… ·More...",,"$129,300 - $223,600 a year",
Software Systems Engineer,"Advanced Micro Devices, Inc","Hybrid work in Austin, TX 78735","  Many AMD employees have the opportunity to own shares of AMD stock, as well as a discount when purchasing AMD stock if voluntarily participating in AMD’s… ·More...",,"$129,300 - $223,600 a year",
"Software Engineer, Crypto Services, IS&T Enterprise Systems",Apple,"Austin, TX",  Experience to deliver high quality software project.  Roll up your sleeves to develop solutions to common issues or problems internal teams' experience with the… ·More...,,"$129,300 - $223,600 a year",
Software Quality Assurance Engineer,Join Parachute,"Austin, TX 78704 (Bouldin Creek area)","  Draft & execute test scripts, project plans, risk assessments, and summary reports.  Draft & execute Installation, Operational, & Performance Qualification… ·More...",,"$129,300 - $223,600 a year",
Senior Software Engineer,AT&T,"Dallas, TX 75202 (Downtown area)","  MINIMUM REQUIREMENTS: Requires a Bachelor’s degree, or foreign equivalent degree, in Information Technology, Computer Science, or Information Systems and 5… ·More...",,"$129,300 - $223,600 a year",
Genesis Analysis / Software Engineer,Amentum,"Houston, TX 77058",  Typically requires a bachelor's degree in Engineering and a minimum of 2- 5 years of experience in the field or in a related area. ·More...,,"$129,300 - $223,600 a year",
Principal Software Engineer,Liberty Mutual,"Plano, TX 75024",  Motivated mentor: Exercise your technical chops while coaching and collaborating with junior software engineers.  Experience working in an agile environment. ·More...,,"$129,300 - $223,600 a year",
Software Engineer,WORKOVER SOLUTIONS INC,"Houston, TX 77064",  WOS is seeking a software engineer to develop software for down-hole logging tools and surface equipment.  Independent abilities to optimize the software design… ·More...,,"$129,300 - $223,600 a year",
Software Engineer,Infinity Technology Services LLC,"Richardson, TX 75082",  4+ years of software engineering experience or.  Other object-oriented languages are a bonus.  Proficiency in object-oriented design. ·More...,,"$129,300 - $223,600 a year",
Software Developer,Arka It Solutions,"Leander, TX","  Software Developer/Analyst For analysis, design, and development of software apps using various software languages and tools. ·More...",,"$129,300 - $223,600 a year",
software engineer jobs in Texas,,,,,,
Software Engineer (Government),AT&T,"San Antonio, TX",  3-5 years experience as well as Federal Government experience.  Successfully coordinate tasks with other software developers to deliver service features on… ·More...,,"$104,800 - $158,250 a year",
Embedded Software / Firmware Engineer,Ananant Systems Private Limited,"Dallas, TX","  Compute or control state machine intensive embedded systems / bare-metal software development (for eg - low level PCIe state machines, IOT device firmware, USB… ·More...",,"$104,800 - $158,250 a year",
Senior Software Engineer,Hewlett Packard,"Austin, TX 78729",  Deploys and debugs software initiatives as needed in accordance with best practices throughout the software development lifecycle. ·More...,,"$104,800 - $158,250 a year",
Software Engineer,LP Analyst,"Dallas, TX","  Experience supporting and maintaining software development life cycle (SDLC).  Additionally, you will work with the team to support the firm’s cloud… ·More...",,"$104,800 - $158,250 a year",
