Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Software Engineer - Production Platform,Datadog,"Hybrid work in New York, NY",  New hire stock equity (RSUs) and employee stock purchase plan (ESPP).  This job is available in various departments within our company; to conform to US export… ·More...,,"$180,000 - $200,000 a year",
Applications Programmer,SB Clinical Practice Management,"East Setauket, NY 11733","  In lieu of Bachelor’s Degree, Associate’s Degree and an additional 5 years of technical support of applications software. ·More...",,"$180,000 - $200,000 a year",
TAK Software Developer,Booz Allen,"Rome, NY","  5+ years of experience with object-oriented languages, including Java, C, and C++ and embedded programming tools, including Android SDK, Open GL, FFMPEG,… ·More...",,"$180,000 - $200,000 a year",
Senior Lead Software Engineer - Trade Execution Platform Lead,JPMorgan Chase,"New York, NY 10001","  Advanced knowledge of software applications with artificial intelligence, machine learning.  Manage the Trade Execution Platform that supports Portfolio Managers… ·More...",,"$180,000 - $200,000 a year",
2025 US Co-Op - Game Engineering,Blizzard Entertainment,"Albany, NY 12205","  An eagerness to collaborate and innovate on game side code.  Experience with at least one game-related domain (graphics, networking, embedded systems). ·More...",,"$180,000 - $200,000 a year",
Senior Software Engineer - Backend,Samniya,"New York, NY","  Leading and mentoring a team of talented engineers.  A passion for learning new technologies and working in a dynamic, collaborative environment. EmployerActive 29 days ago·More...",,"$180,000 - $200,000 a year",Active 29 days ago
Asset & Wealth Management -New York-Vice President-Software Engineering,Goldman Sachs,"New York, NY 10282 (Battery Park area)","  Our advisor-led wealth management businesses provide financial planning, investment management, banking and comprehensive advice to a wide range of clients,… ·More...",,"$180,000 - $200,000 a year",
software engineer jobs in New York State,,,,,,
,,,,,,
Principal Software Engineer,Accrete.AI,"New York, NY","  8+ years of experience in software engineering, with a focus on building scalable platforms.  We specialize in creating advanced AI solutions that turn complex… ·More...",,"$200,000 - $300,000 a year",
Oracle Developer,Avant Tech,"New York, NY","  Minimum of 5 years experience developing database applications in PL/SQL using Triggers, Packages, Functions, Procedures, and Complex SQL. ·More...",,"$200,000 - $300,000 a year",
Z/OS System Engineer,Business Needs Inc.,"Remote in New York, NY",  Debugging problems with system software.  Working on hardware and software system upgrades and changes in configuration. EmployerActive 4 days ago·More...,,"$200,000 - $300,000 a year",Active 4 days ago
"Senior Software Engineer, Infrastructure",Outscal Technologies,"New York, NY","  5 years of experience with software development.  We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed… ·More...",,"$200,000 - $300,000 a year",
Lead Software Engineer - Google Cloud Developer,Northwell Health,"Melville, NY 11747","  Experience with machine learning frameworks (e.g., TensorFlow, PyTorch) and deploying models in the cloud.  Experience in building and managing scalable cloud… ·More...",,"$200,000 - $300,000 a year",
Programmer - Enterprise Reporting and Application Development (“ERAD”),Stratford Solutions Inc.,"Remote in New York, NY",  Utilize Spark Scala / SQL to build scalable and efficient data pipelines within Azure Synapse.  Work hours: Monday to Friday 8:00 AM to 5:00 PM. ·More...,,"$200,000 - $300,000 a year",
"Senior Backend Engineer, Unichain",Uniswap Labs,"Remote in New York, NY","  5+ years of software engineering experience, including 2+ years of software engineering experience on EVM related chains. ·More...",,"$200,000 - $300,000 a year",
Sr. Software Quality Assurance Engineer (Hybrid),Broadridge,"Edgewood, NY","  As a software developer, QA Engineer, or SDET.  Knowledge of software engineering practices and agile approaches.  Spinnaker or other similar tools. ·More...",,"$200,000 - $300,000 a year",
Senior PhP Software Developer,CoachMePlus,"Hybrid work in Buffalo, NY 14203",  Demonstrate experience in software development.  5+ years of software experience.  10+ years of software development experience. EmployerActive 4 days ago·More...,,"$200,000 - $300,000 a year",Active 4 days ago
"Senior Software Engineer, C# & React",MarketAxess Holdings,"New York, NY","  The ideal candidate will be comfortable managing the development, implementation and testing of new features for complex software applications while monitoring… ·More...",,"$200,000 - $300,000 a year",
Front End Development Lead,Avant Tech,"New York, NY",  At least 5 years of experience in leading developers and delivering a product.  At least 5 years of experience in development using modern JavaScript frameworks … ·More...,,"$200,000 - $300,000 a year",
"Scientist, Networking Architect Software Engineer",L3Harris Technologies,"Rochester, NY","  Responsible for research, design, and development of embedded software for software defined radio products.  This is not a guarantee of compensation or salary,… ·More...",,"$200,000 - $300,000 a year",
"Senior Software Engineer, Atlas Search Systems",MongoDB,"Hybrid work in New York, NY 10019",  Excellent verbal and written technical communication skills; enthusiasm for collaborating closely with colleagues and mentoring other engineers. ·More...,,"$200,000 - $300,000 a year",
AS/400 RPG,"ATLAS SYSTEMS, INC","New York, NY 11226 (Flatbush area)","  Experience: Typically, a minimum of 5 years in AS/400 system design and programming.  An AS/400 RPG Support professional is responsible for maintaining and… EmployerActive 5 days ago·More...",,"$200,000 - $300,000 a year",Active 5 days ago
"Senior Machine Learning Engineer, Personalization- Home Music",Spotify,"Boston, NY","  You have hands-on experience implementing production machine learning systems at scale in Java, Scala, Python, or similar languages. ·More...",,"$200,000 - $300,000 a year",
software engineer jobs in New York State,,,,,,
Lead Staff Software Engineer – Experimentation,StubHub,"New York, NY","  10+ years of professional experience in software development.  Experience working closely with product teams, designers, and other engineers to create impactful… ·More...",,"$240,000 - $350,000 a year",
Senior Software Engineer,Nexxen,"New York, NY","  Perform code reviews and mentor junior software engineers in processes and standards.  Working knowledge and understanding of Linux, network protocols, caching… ·More...",,"$240,000 - $350,000 a year",
Android Engineer,Aptivacorp,"New York, NY 10285","  Your primary responsibility will be to work on a small team of designers, product owners, QA, and engineers developing and improving features. ·More...",,"$240,000 - $350,000 a year",
Software Engineering Manager,Kohler,"Hybrid work in New York, NY 10010",  5+ years of experience in leading teams that design and development software for cloud systems or in a similar role. ·More...,,"$240,000 - $350,000 a year",
Staff Engineer,Robin AI,"Hybrid work in New York, NY","  Strong background in machine learning, search & retrieval research.  Proficiency in designing and implementing scalable search systems and algorithms. ·More...",,"$240,000 - $350,000 a year",
Advanced Software Engineer,Metropolitan Transportation Authority,"New York, NY 10004 (Financial District area)","  Audits complex software systems for adherence to configuration standards.  Leads requirements management, software engineering, system testing, and acceptance… ·More...",,"$240,000 - $350,000 a year",
Quantitative Developer,Goliath Partners,"New York, NY","  Develop scalable, stable applications that are performance optimized.  A top Investment Management company is looking to hire an experienced Quantitative… ·More...",,"$240,000 - $350,000 a year",
Report Developer - No Remote Work - No Corp-to-Corp (C2C),Magellan Solutions USA,"Albany, NY 12224",  Onsite Only – No Remote Work and No Corp-to-Corp (C2C).  Must be a US Citizen or Green Card Holder.  60 months experience developing detailed management reports… ·More...,,"$240,000 - $350,000 a year",
Software Engineering Manager - ASE Partner Onboarding & Business,Apple,"New York, NY","  Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s… ·More...",,"$240,000 - $350,000 a year",
"Front Office C#/.Net Developer, Associate- H/F/X",Société Générale,"Hybrid work in New York, NY 10167","  For most positions, Societe Generale offers a hybrid work arrangement that offers employees the flexibility to work remotely, as well as on-site, in order to… ·More...",,"$240,000 - $350,000 a year",
Senior Embedded Software Engineer,CACI,"Rochester, NY 14614",  We are currently seeking a senior embedded software engineer with a background working with embedded processors and operating systems. ·More...,,"$240,000 - $350,000 a year",
Senior Automation Engineer,Regeneron Pharmaceuticals Inc.,"Troy, NY","  Designing, developing, and implementing software/hardware improvements to existing automated equipment and new equipment according to change control procedures. ·More...",,"$240,000 - $350,000 a year",
DevOps Support Engineer - TEMP,DEPARTMENT OF CITY PLANNING,"Manhattan, NY",  ITD’s Infrastructure and Security Management (ISM) unit is seeking a highly skilled DevOps Support Engineer with expertise in cloud and on-premise IAAS/PAAS… ·More...,,"$240,000 - $350,000 a year",
Software Solutions Specialist,Federal Reserve Bank of New York,"Hybrid work in New York, NY","  BS in MIS, CS or similar field.  Access to CSI and FOMC information is limited to U.S. citizens, lawful permanent residents, individuals who meet the definition… ·More...",,"$240,000 - $350,000 a year",
Senior Software Engineer (Backend) - HRIS Platform,Rippling,"New York, NY 10007","  5+ years of professional experience as a software engineer.  At the forefront of this expansion is the HRIS (Human Resources Information System) group, which… ·More...",,"$240,000 - $350,000 a year",
software engineer jobs in New York State,,,,,,
Ecosystems Software Engineer,Candid,"New York, NY",  Practice Agile software development methodologies.  Candid is looking for a long-term software engineer with experience building and maintaining modern internal… ·More...,,"$152,000 - $215,000 a year",
Senior Software Engineer,automotiveMastermind,"Hybrid work in New York, NY 10041",  We are seeking a dedicated full stack senior software engineer with at least 5 years of development and extensive React experience to join us. EmployerActive 5 days ago·More...,,"$152,000 - $215,000 a year",Active 5 days ago
"Senior Software Engineer, Backend (DNS Platform)",Squarespace,"Remote in New York, NY","  Practice disciplined software engineering, writing server-side code, creating high-volume production applications, and developing prototypes quickly. ·More...",,"$152,000 - $215,000 a year",
Lead Software Engineer - Java and Python,JPMorganChase,"New York, NY 10179","  Demonstrated proficiency in software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,… ·More...",,"$152,000 - $215,000 a year",
Graduate STEM Developer,Data Intellect,"New York, NY","  Excellent benefits package: We offer a competitive starting salary of $75,000, rising to $80,000 after passing probation, along with other benefits such as… EmployerActive 22 days ago·More...",,"$152,000 - $215,000 a year",Active 22 days ago
Senior Software Engineer - Integrations,Canoe Intelligence,"Remote in New York, NY 10013",  You have at least 5 years of experience as a software engineer designing and implementing API integrations and RPA solutions at scale in a microservices… ·More...,,"$152,000 - $215,000 a year",
Assistant Application Development Division Manager,NYCM,"Hybrid work in Edmeston, NY 13335","  Bachelor's degree OR 5 years demonstrated experience in leading, coaching, and mentoring teams.  They are responsible for the development of project plans,… ·More...",,"$152,000 - $215,000 a year",
Senior Backend Engineer,Fora Travel,"Hybrid work in New York, NY","  Collaborate with other engineers in order to define end to end engineering solutions.  Alongside your fellow engineers, build the travel advisors application… ·More...",,"$152,000 - $215,000 a year",
"Senior Software Engineer, iOS",Peloton,"Hybrid work in New York, NY 10011","  You will also work with our Product, Design, and backend teams to identify and inform the platform elements required to support client-side features. ·More...",,"$152,000 - $215,000 a year",
Senior Software Engineer - Back End,Numentica LLC,"Hybrid work in Manhattan, NY","  8+ years of developing software products.  Understanding of source control concepts and systems, CI/CD pipelines and exposure to Git. EmployerActive 4 days ago·More...",,"$152,000 - $215,000 a year",Active 4 days ago
Software Engineer,Frontier Science,"Amherst, NY 14226",  Collaborate with team members and others to define and develop software solutions that meet business requirements; ·More...,,"$152,000 - $215,000 a year",
2025 IoT/Ubicomp Summer Associate,JPMorganChase,"New York, NY 10001",  Strong software/hardware system implementation/prototyping skills.  As a 2025 IoT/Ubicomp Summer Associate within the Global Technology Applied Research (GTAR)… ·More...,,"$152,000 - $215,000 a year",
Front End Engineer,Hearst Media Services,"Hybrid work in New York, NY 10019","  Lead engineers collaborate in an agile software development environment with other members of our team including engineers, QA, designers, as well as product… ·More...",,"$152,000 - $215,000 a year",
"Senior Software Engineer, Infrastructure",Reality Defender,"Remote in New York, NY","  Extensive experience with cloud platforms (AWS, Azure, Google Cloud) and cloud-native services.  Minimum of 5 years of experience in backend development and… ·More...",,"$152,000 - $215,000 a year",
Java Software Engineer - Wealth Management,Amex,"Hybrid work in New York, NY","  A BS or MS degree in Computer Science, Computer Engineering or similar discipline, or equivalent work experience.  6% Company Match on retirement savings plan. ·More...",,"$152,000 - $215,000 a year",
software engineer jobs in New York State,,,,,,
"Software Engineer, Client Reporting",Clear Street,"New York, NY","  Components include high throughput file production and delivery, efficient offline analytical processing, and producing high level analytics. ·More...",,"$129,300 - $223,600 a year",
Bioinformatics Software Engineer II,Memorial Sloan Kettering Cancer Center,"New York, NY 10017",  Proficiency in python and familiarity with R.  Ensure scientific rigor and reproducibility by implementing and following the best practices in software… ·More...,,"$129,300 - $223,600 a year",
Sr. Software Engineer Security,Kohler,"Hybrid work in New York, NY 10010",  7+ years of professional software development experience.  Experience with software products in the health and wellness industry. ·More...,,"$129,300 - $223,600 a year",
"Full Stack Developer – Energy Management (Hybrid, Contract)",Paramint,"Hybrid work in New York, NY 10007",  NET (MVC 5 or higher) and SQL Server (2016+).  ORM Expertise: 7+ years of experience with Microsoft Entity Framework or similar ORM. EmployerActive 14 days ago·More...,,"$129,300 - $223,600 a year",Active 14 days ago
"Front End Engineer II, Customer Data & Experience",Amazon.com Services LLC,"New York, NY","  The ideal candidate will be innovative, have great problem solving, analytical and technical skills.  We are looking for a motivated front end engineer with a… ·More...",,"$129,300 - $223,600 a year",
Senior Back-End Software Engineer,Persistent Systems,"New York, NY 10001 (Chelsea area)","  This individual will design java apps and database schema from scratch, build scalable enterprise-grade applications, optimize database queries, and debug… ·More...",,"$129,300 - $223,600 a year",
"Android Engineer, Mobile",Peloton,"Hybrid work in New York, NY 10011","  Ability to effectively translate Product, UX, UI, and analytics requirements into code implementations.  You will also have the responsibility to assist and grow… ·More...",,"$129,300 - $223,600 a year",
"Software Engineer III, Infrastructure, Gemini",Google,"New York, NY (Chelsea area)","  We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking… ·More...",,"$129,300 - $223,600 a year",
Senior Game Backend Engineer (Remote),Myr,"Remote in New York, NY","  Minimum of 5 years of experience in backend development, with at least 2 years in the gaming industry.  Knowledge of cloud services such as Azure or AWS. ·More...",,"$129,300 - $223,600 a year",
"Senior Software Engineer, Quantitative",FanDuel,"Hybrid work in New York, NY","  Experience in quantitative modeling and coding; assisting in creating models and productionalizing software, with a focus on innovation in software development… ·More...",,"$129,300 - $223,600 a year",
Software Engineer,Arcfield,"Remote in Rome, NY 13441","  Document software at user and API levels.  Bachelor's degree in a Computer Science, Electrical Engineering, Physics, or Mathematics with BS 8-10, MS 6-8, PhD 3-5… ·More...",,"$129,300 - $223,600 a year",
Senior Software Engineer (Frontend),Traba,"New York, NY","  You have designed and built performant, scalable applications, and have expertise in client side state management, responsive design, and frontend tooling. ·More...",,"$129,300 - $223,600 a year",
Full Stack Engineer,Grata,"Hybrid work in New York, NY 10011","  With strong engineering knowhow, great system designs and strong product thinking, they will push our data systems and applications forward and drive even more… ·More...",,"$129,300 - $223,600 a year",
Software Engineer,FONAR Corporation,"Melville, NY 11747",  Experience documenting the software life cycle and writing technical documentation.  Coordinate with other group engineers and external development groups. EmployerActive 4 days ago·More...,,"$129,300 - $223,600 a year",Active 4 days ago
Full Stack Developer,Arrow Search Partners,"Hybrid work in New York, NY","  Follow best practices for software development, including version control, testing, and continuous integration and delivery. ·More...",,"$129,300 - $223,600 a year",
software engineer jobs in New York State,,,,,,
"Software Engineer, Language - Generative AI",Meta,"New York, NY","  5+ years of industry, academic or government laboratory experience.  7+ years of industry, academic or government laboratory experience. ·More...",,$85.10 an hour,
"Software Engineer, ML Compiler",Meta,"New York, NY","  1+ years experience writing compilers or similar code optimization software.  You will be part of a team that includes compiler, machine learning algorithms and… ·More...",,$85.10 an hour,
Machine Learning Platform Engineer,X Corp.,"New York, NY","  Learn new machine learning, deep learning, and/or natural language processing techniques for a variety of modeling and relevance problems involving users, their… ·More...",,$85.10 an hour,
Systems Engineer,HIDDEN LEVEL INC,"Hybrid work in Syracuse, NY 13204",  0-5 years of professional experience.  The company also provides a remote or hybrid work environment and potential stock options. ·More...,,$85.10 an hour,
Senior Software Engineer,Accrete.AI,"New York, NY","  8+ years of experience in software engineering, with a focus on building scalable platforms.  We specialize in creating advanced AI solutions that turn complex… ·More...",,$85.10 an hour,
Solutions Engineer,Alloy,"New York, NY","  This Solutions Engineer role, similar to a Sales Engineer or Solutions Consultant, sits within Alloy's pre-sales organization. ·More...",,$85.10 an hour,
Senior Software Engineer Python,Gorgias,"New York, NY","  Support our customers directly with issues on the Team’s domain once every 6 weeks.  Experience with Kafka, RabbitMQ, Pub/Sub, or similar technologies. ·More...",,$85.10 an hour,
Solutions Consultant - Hands-On Labs,Adobe,"New York, NY 10012","  Background in technical writing, content development, or similar roles, with strong project management and problem-solving skills. ·More...",,$85.10 an hour,
Senior Software Engineer - Frontend,dYdX,"New York, NY","  Collaborate with backend engineers to build and ship new features.  Commercial experience using React, Redux (or similar frameworks). ·More...",,$85.10 an hour,
"Software Development Engineer, Amazon Publisher Services, Amazon Publisher Cloud, Amazon Publisher Services, Amazon Publisher Cloud",Amazon.com Services LLC,"New York, NY","  3+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations… ·More...",,$85.10 an hour,
"Staff Backend Engineer, Content API",Peloton,"New York, NY 10011 (Chelsea area)","  Quality Assurance: They are responsible for maintaining high standards in software development, including implementing quality control measures throughout the… ·More...",,$85.10 an hour,
Systems Engineer,New York Institute of Technology,"Old Westbury, NY 11568",  Mentor colleagues and staff members in usage and administration of existing and new cloud and infrastructure technologies.  Standup on prem and cloud POC's. ·More...,,$85.10 an hour,
Enterprise Application Developer,Steel & O'Brien Manufacturing,"Hybrid work in Arcade, NY 14009","  Maintains Dev Ops environment and software repository.  Writes, tests, debugs and documents software.  Works with application development partners to manage the… ·More...",,$85.10 an hour,
Mid-level Back-end PHP Developer,ConveyThis,"New York, NY 10004 (Financial District area)",  Collaborate with front-end developers and designers to integrate user-facing elements with server-side logic.  Optimize application performance and scalability. EmployerActive 5 days ago·More...,,$85.10 an hour,Active 5 days ago
Senior Software Engineer,Paramount,"New York, NY 10036","  A cloud platform such as AWS, GCP, or Azure.  Your deep expertise in our tech stack will be key as you design, build, and maintain scalable systems and data… ·More...",,$85.10 an hour,
software engineer jobs in New York State,,,,,,
"Manager, Software Engineering",Warner Bros. Discovery,"New York, NY 10001",  10+ years of experience as a software engineer with a strong knowledge of Python or equivalent languages.  You will work with different encoding solutions and… ·More...,,"$175,700 - $326,300 a year",
Senior Software Engineer - C#/.Net,Sumitomo Mitsui Banking Corporation,"New York, NY 10172","  The specific salary offered to an applicant will be based on their individual qualifications, experiences, and an analysis of the current compensation paid in… ·More...",,"$175,700 - $326,300 a year",
Database Developer,"KAI Partners, Inc.","Albany, NY",  Collaborate with cross-functional teams to understand project requirements and integrate systems effectively to meet business needs. ·More...,,"$175,700 - $326,300 a year",
Producer,Rushdown Studios,"Saratoga Springs, NY 12866","  Represent the project and be the bridge between Rushdown and our project partners.  Strong background with Jira, Confluence, Notion, or similar tools. EmployerActive 3 days ago·More...",,"$175,700 - $326,300 a year",Active 3 days ago
"Senior Software Engineer, Ruby on Rails",Perchwell,"New York, NY",  6+ years of experience collaborating on software development projects.  Past experience building complex software systems that have successfully been delivered… ·More...,,"$175,700 - $326,300 a year",
Programmer Analyst,River Valley Foods,"Syracuse, NY 13206",  Prior experience developing scalable enterprise software solutions.  Experience working with Microsoft Dynamics GP or similar accounting software. ·More...,,"$175,700 - $326,300 a year",
"Lead, Networking Software Engineer",L3Harris Technologies,"Rochester, NY","  Responsible for research, design, and development of embedded software for software defined radio products.  This is not a guarantee of compensation or salary,… ·More...",,"$175,700 - $326,300 a year",
Android Engineer (3+ years of experience),Captions,"New York, NY 10022 (Sutton Place area)","  Lead full-stack mobile application development from inception through design, implementation, and launch for client side features and server APIs / services. ·More...",,"$175,700 - $326,300 a year",
Lead Software Engineer - Java and Python,JPMorgan Chase,"New York, NY 10001","  Demonstrated proficiency in software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,… ·More...",,"$175,700 - $326,300 a year",
Senior Software Engineer,Compass,"New York, NY","  Strong critical thinking skills, great communication skills and passion for delivering an operational excellence.  3+ years using AWS / cloud technologies. ·More...",,"$175,700 - $326,300 a year",
"Technical Lead (C#, .NET, AWS)",Resourceful Talent Group,"Hybrid work in New York, NY 10001","  The ideal candidate will oversee software project delivery, drive innovation, and collaborate closely with cross-functional teams. EmployerActive 4 days ago·More...",,"$175,700 - $326,300 a year",Active 4 days ago
Software Quality Engineer,Lockheed Martin,"Liverpool, NY 13088","  Develops overall operating criteria to ensure implementation of the software quality program according to project, process and contract requirements and… ·More...",,"$175,700 - $326,300 a year",
Angular Developer,Accolite Digitial,"New York, NY","  Interested in learning and applying modern technologies and patterns.  Design a high-performance, scalable system to support business needs. ·More...",,"$175,700 - $326,300 a year",
"Software Development, Amazon Q in Connect","Amazon Web Services, Inc.","New York, NY","  3+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations… ·More...",,"$175,700 - $326,300 a year",
"Scientific Programmer, Center for Computational Research",University at Buffalo,"Buffalo, NY 14260","  Experience of software development practices such as continuous integration and revision control is desirable.  A problem solver, with good communication skills. ·More...",,"$175,700 - $326,300 a year",
software engineer jobs in New York State,,,,,,
,,,,,,
Sr Software Engineer (Roku),Disney Entertainment & ESPN Technology,"New York, NY",  5 years experience in software engineering.  7 years experience in software engineering.  Proven track record at a senior software engineering level. ·More...,,"$138,900 - $203,900 a year",
Machine Learning Engineer II,Disney Entertainment & ESPN Technology,"New York, NY","  You will be expected to help meet KPIs for product areas and to set and meet deadlines for external and internally facing tools, such as offline evaluation… ·More...",,"$138,900 - $203,900 a year",
Full Stack Engineer,Robin AI,"Hybrid work in New York, NY","  Develop Backend services and GraphQL API’s using Django, Flask and similar Python frameworks.  Have a background working in a start-up or similar size… ·More...",,"$138,900 - $203,900 a year",
Lead Software Engineer (Typescript) - KrakenFlex,Octopus Energy Group,"Hybrid work in New York, NY",  Collaborate regularly with colleagues with many different specialities to create innovative solutions that delight our customers and colleagues. ·More...,,"$138,900 - $203,900 a year",
Senior Software Engineer (Python) - KrakenFlex,Octopus Energy Group,"Hybrid work in New York, NY","  Experience with AWS or similar cloud providers, and serverless technologies e.g. AWS Lambda, Kinesis, DynamoDB, API Gateway.  401(k) plan with employer match. ·More...",,"$138,900 - $203,900 a year",
Database Developer,ProAct,"East Syracuse, NY 13057","  The final offer will be determined after careful consideration of multiple factors such as relevant skills, years of experience and education. ·More...",,"$138,900 - $203,900 a year",
Full Stack Developer,Lunge,"New York, NY 10012 (SoHo area)",  Strong understanding of agile methodologies and software development life cycle.  Design and implement APIs to facilitate communication between different… EmployerActive 23 days ago·More...,,"$138,900 - $203,900 a year",Active 23 days ago
Backend Software Engineer,Fireworks AI,"New York, NY","  Bachelor’s degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. ·More...",,"$138,900 - $203,900 a year",
Senior Software Engineer,Disney,"New York, NY","  Design, build and test software solutions to meet the needs determined for each project.  5 – 7 years of experience in software engineering, preferably some of… ·More...",,"$138,900 - $203,900 a year",
Tidal Automation Engineer,Mizuho Americas,"Hybrid work in New York, NY","  Proven experience as a Tidal Enterprise Scheduler Administrator or similar role.  Install, configure, and upgrade Tidal Enterprise Scheduler software in Windows… ·More...",,"$138,900 - $203,900 a year",
Software Engineer,Candid,"New York, NY","  Understanding of Agile programming techniques, the development life cycle and testing procedures preferred.  Candid is looking for a long-term software engineer… ·More...",,"$138,900 - $203,900 a year",
"Associate Software Engineer Graduate Program, New York - September 2025",Fitch Group,"Hybrid work in New York, NY","  Experience working in diverse tech and data teams, including Development, Testing, Site Reliability Engineering, Business Applications, Data Science, and ML… ·More...",,"$138,900 - $203,900 a year",
Android Engineer,HireIO,"New York, NY","  Responsibilities: Translate designs and wireframes into high quality code Design, build, and maintain high performance, reusable, and reliable Kotlin code… ·More...",,"$138,900 - $203,900 a year",
Software Engineer III,Paychex,"Webster, NY 14580",  Develop automated functional and regression tests to validate software functionality.  3 years of experience of object-oriented programming experience - Required… ·More...,,"$138,900 - $203,900 a year",
Staff Software Engineer,Adaptive,"New York, NY",  Deep expertise in modern software development practices and a broad range of technologies and frameworks.  Experience in architectural design and decision-making… ·More...,,"$138,900 - $203,900 a year",
software engineer jobs in New York State,,,,,,
Full Stack Engineer,Robin AI,"Hybrid work in New York, NY","  Develop Backend services and GraphQL API’s using Django, Flask and similar Python frameworks.  Have a background working in a start-up or similar size… ·More...",,"$135,000 - $185,000 a year",
Front End Developer,Arrow Search Partners,"New York, NY","  Communicate with various internal teams for things such as requirement gathering, UAT testing, and providing demos for the business side. ·More...",,"$135,000 - $185,000 a year",
Staff Software Engineer - AI/ML,OpenAsset,"Hybrid work in New York, NY 10018","  Research and propose advanced machine learning techniques and cloud-native AI services, including LLMs and Amazon Bedrock, to enhance our capabilities. EmployerActive 4 days ago·More...",,"$135,000 - $185,000 a year",Active 4 days ago
Lead Software Engineer - Parametric (Java),Morgan Stanley,"Hybrid work in New York, NY 10036","  A critical objective for Lead Software Engineer, Investment Operations is to architect and deliver scalable enterprise solutions, leveraging cloud native… ·More...",,"$135,000 - $185,000 a year",
Senior Software Engineer (Java) - Flexible Hybrid in NYC,CBOE,"Hybrid work in New York, NY 10004",  Git or similar version control.  This role entails working in a fast-paced environment where you will build and maintain software applications related to data… ·More...,,"$135,000 - $185,000 a year",
Power App Developer,Umanist Staffing,"White Plains, NY","  Experience with version control systems, such as Git.  Familiarity with Azure cloud services and platform capabilities. ·More...",,"$135,000 - $185,000 a year",
"Senior Software Engineer, Full-Stack - Wallet Experience",BitGo,"New York, NY","  You will work closely with product managers, designers, and other engineers to deliver high-quality, secure, and scalable solutions that meet the needs of our… ·More...",,"$135,000 - $185,000 a year",
Associate Software Engineer,Naval Nuclear Laboratory,"Niskayuna, NY","  Our control systems typically focus on X, Y, Z axis motion control, data acquisition and processing, and database design with high value placed on developing… ·More...",,"$135,000 - $185,000 a year",
Software Engineer Specialist - Biller IQ,FIS Global,"New York, NY","  Participating in software design meetings to determine technical requirements.  Designing, programming, debugging and modifying software enhancements. ·More...",,"$135,000 - $185,000 a year",
React Native Mobile Engineer,Chime,"New York, NY","  Deliver the best developer experience for Chime product engineers.  ✨ 401k match plus great medical, dental, vision, life, and disability benefits. ·More...",,"$135,000 - $185,000 a year",
Senior Backend Engineer | US,Blank Street,"Hybrid work in New York, NY","  Work on a wide scope of critical initiatives to work on, from core product functionality, to experimentation frameworks, to machine learning, to launching whole… ·More...",,"$135,000 - $185,000 a year",
SOFTWARE ENGINEER,CAMPAIGN FINANCE BOARD,"Manhattan, NY","  3+ Years of hands-on C#, .net software design and development experience.  CFB’s technology unit seeks an experienced full-stack software engineer. ·More...",,"$135,000 - $185,000 a year",
Senior Backend Engineer (Freelance),Blank Street,"Hybrid work in New York, NY","  Work on a wide scope of critical initiatives to work on, from core product functionality, to experimentation frameworks, to machine learning, to launching whole… ·More...",,"$135,000 - $185,000 a year",
"Staff Backend Software Engineer, Workout API",Peloton,"Hybrid work in New York, NY 10011","  8+ years of experience developing high-performance, highly scalable backend cloud application systems.  Expertise in Kotlin, Python, or similar languages. ·More...",,"$135,000 - $185,000 a year",
"Campus Undergraduate - 2025 Technology Software Engineer III Full-Time New York, NY",Amex,"Hybrid work in New York, NY","  You may work in areas ranging from machine learning, using big data, native mobile applications, backend services, full stack web applications, or UX/UI focused… ·More...",,"$135,000 - $185,000 a year",
software engineer jobs in New York State,,,,,,
Senior Client Engineer,Beacon Platform,"New York, NY 10004 (Financial District area)","  Focused on new client onboarding, implementation and training services, and working closely with our colleagues in Product Engineering and Project Management,… ·More...",,"$175,000 - $200,000 a year",
"Senior Mobile Engineer, Developer Experience",GameChanger,"Remote in New York, NY",  Share your expertise by mentoring and training engineers on reliability tactics.  Engineer robust software solutions with a strong emphasis on high-quality… ·More...,,"$175,000 - $200,000 a year",
Sr. Python Developer,Smart IMS,"Corning, NY",  Manufacturing industry experience would be a bonus but not required.  Familiarity with common Systems Development Lifecycle (SDLC) processes. ·More...,,"$175,000 - $200,000 a year",
Senior Machine Learning Engineer,Canoe Intelligence,"Remote in New York, NY 10013","  Minimum of 5 years of experience in machine learning, with a focus on NLP.  Collaboration with Cross-functional Teams: Collaborate with product managers,… ·More...",,"$175,000 - $200,000 a year",
Mainframe Software Engineer (Modern/Traditional),M&T Bank,"Hybrid work in Buffalo, NY","  Minimum of an Associate’s degree and 5 years’ systems analysis/application development experience, or in lieu of a degree, a combined minimum of 7 years’ higher… ·More...",,"$175,000 - $200,000 a year",
