Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Artificial Intelligence Engineer,SCATR Corp.,"Remote in Cleveland, OH 44143","  Proven experience as an AI engineer, machine learning engineer, or similar role.  This role involved working closely with software engineers and other… ·More...",,"$100,000 - $150,000 a year",
Video Game Programmer (AI and Gameplay),AI Guys,Remote,"  You’ll collaborate closely with designers, animators, and other engineers to craft AI that responds dynamically to player actions in realistic and unpredictable… ·More...",,"$100,000 - $150,000 a year",
Senior Cloud Engineer,Adaptive Biotechnologies,Remote,"  Provide technical advice and support to software development engineers, scientists, and other staff.  Additionally, we have recently partnered with Microsoft in… ·More...",,"$100,000 - $150,000 a year",
Big Data Engineer,ASCENDING,Remote,  Job Title: Big Data Engineer (Junior-Mid Level).  Location: 100% Remote DMV Area (Preferred).  Our client is seeking a talented Big Data Engineer to work on… ·More...,,"$100,000 - $150,000 a year",
Mobile App Developer - Flutter,AI ECD,Remote,  Please APPLY THROUGH THIS LINK: https://www.kidooo.ai/career/mobile-app-developer-flutter/.  This position is available as either a full-time or part-time role… EmployerActive 14 days ago·More...,,"$100,000 - $150,000 a year",Active 14 days ago
Software Engineer,Cambium Learning Group,Remote,"  Collaborate with our team of educational content and UX designers, product managers, QA staff, and DevOps engineers to ensure the timely delivery of educational… ·More...",,"$100,000 - $150,000 a year",
"Solutions Engineer, Media & Entertainment",Kentik,Remote,  Ability to conduct technical conversations with prospects ranging from staff-level engineers and architects to senior executives. ·More...,,"$100,000 - $150,000 a year",
Data Scientist,Vibronyx,Remote,  Work Location: Flexible for remote and/or onsite.  Who we are: Vibronyx is a rapidly growing startup focused on building future-ready supply chains using AI… ·More...,,"$100,000 - $150,000 a year",
Support Engineer [IC2],Sourcegraph,"Remote in Austin, TX","  Our mission at Sourcegraph is to make it so that everyone can code, not just ~0.1% of the population.  We're building the code intelligence platform that powers… ·More...",,"$100,000 - $150,000 a year",
CAD Senior Software Engineer - Algorithms,Dandy,Remote,"  Dandy is transforming the massive ($200B) but antiquated dental industry.  Backed by some of the world's leading venture capital investors, we are on an… ·More...",,"$100,000 - $150,000 a year",
Machine Learning Implementation Engineer,OfferFit,"Remote in Boston, MA","  OfferFit was founded by ex-McKinsey and BCG math PhDs, and we're funded by leading Silicon Valley VCs.  OfferFit replaces A/B testing with AI testing, powered by… ·More...",,"$100,000 - $150,000 a year",
Security Engineer (Penetration Testing),CertiK,Remote,"  CertiK is a pioneer in blockchain security, leveraging best-in-class AI technology to protect and monitor blockchain protocols and smart contracts. ·More...",,"$100,000 - $150,000 a year",
ai engineer jobs in Remote,,,,,,
Senior Systems Engineer,Absolute Business Solutions Corp,Hybrid work,,,,
AI Engineer - LLMs - TS/SCI w/ Poly Required,Logistics Management Institute,"Remote in Tysons, VA",,,,
Lead Software Engineer I,PowerSchool Group LLC,"Remote in Folsom, CA 95630",,,,
AI Full Stack Developer,Wipro Limited,"Remote in Tampa, FL",,,,
Technical Services Engineer,MongoDB,"Remote in Chicago, IL",,,,
"Senior Systems Engineer, Platform Engineer (Remote)",Home Depot / THD,"Remote in Atlanta, GA",,,,
Software Developer - Item Assist product,Pearson,"Remote in Nashville, TN 37230",,,,
Senior software engineer_MLOps,Avaamo,Remote,,,,
Remote - Lead Database Engineer,Green Dot Corporation,Remote,,,,
Senior DevOps Engineer,Data Direct Networks,Remote,,,,
Principal Software Engineer,"Arcules, Inc.",Remote,,,,
"Remote - Director, Database Engineering",Green Dot Corporation,Remote,,,,
Digital Model Based Engineer,HII,"Remote in Bangor, ME",,,,
Principal Software Engineer,Cardlytics,Remote,,,,
Senior Cybersecurity Engineer,Evergreen Nephrology,"Remote in Nashville, TN",,,,
ai engineer jobs in Remote,,,,,,
Software Engineer (Remote) (Engineer Software 4) 21466,HII,"Remote in Boston, MA",  Coordinate with other engineers and stakeholders to identify and resolve technical issues.  Our diverse workforce includes skilled tradespeople; artificial… ·More...,,"$103,685 - $150,000 a year",
VP Product Engineering,ScienceLogic,"Remote in Reston, VA",  Lead and grow a team of high-performance engineers and product managers.  This position can be remote within the US*.  What we're looking for…. ·More...,,"$103,685 - $150,000 a year",
"Director, Data Engineering - Houston, TX",Empower Pharmacy,"Remote in Houston, TX 77064","  In this role, you will lead a talented team of data engineers, fostering a culture of collaboration, innovation, and continuous learning. ·More...",,"$103,685 - $150,000 a year",
Senior Sales Engineer - OEM and Embedded Sales,Cradlepoint,Remote,  As the technology firm that created the mobile world and a rich history of 145 years of building ground-breaking solutions and innovative technologies supported… ·More...,,"$103,685 - $150,000 a year",
Offensive Hardware Security Researcher,NVIDIA,"Remote in Santa Clara, CA 95050",  We are now looking for an Offensive Hardware Security Researcher!  NVIDIA is seeking an outstanding Offensive Hardware Security Researcher to work on a wide… ·More...,,"$103,685 - $150,000 a year",
Lead Java Developer -- Vue,Davidayo,Remote,"  Be PATIENT and Scroll down,.  Click CAREERS and Apply for our clients.  10+ Years of experience in Java Development.  2+ Years of Lead experience. ·More...",,"$103,685 - $150,000 a year",
Presales Engineer,Sapio Sciences,"Remote in York, PA 17401",  Sapio Sciences is on a mission to accelerate scientific drug discovery and high-throughput clinical and diagnostics for our clients and partners. ·More...,,"$103,685 - $150,000 a year",
Cloud Engineer,"PeopleTec, Inc.","Remote in Eglin AFB, FL 32542","  PeopleTec is currently seeking a Cloud Engineer to support our Niceville, FL or Huntsville, AL location (remote opportunities available, but must in commuting… ·More...",,"$103,685 - $150,000 a year",
Senior Security Response Engineering Manager,Atlassian,"Remote in San Francisco, CA 94104","  Your responsibilities will include managing a team of security automation engineers, who support our Detections and Response function by building solutions to… ·More...",,"$103,685 - $150,000 a year",
Sr. Technical Support Engineer (L3 Engineering),Data Direct Networks,Remote,  All engineers and researchers are expected to have strong communication skills.  This is an incredible opportunity to be part of a company that has been at the… ·More...,,"$103,685 - $150,000 a year",
Senior DevOps Engineer,Data Direct Networks,Remote,  All engineers and researchers are expected to have strong communication skills.  Here’s how we empower engineers to stay at the top of their game: ·More...,,"$103,685 - $150,000 a year",
"Staff Software Engineer, Diagnostics",MongoDB,"Remote in New York, NY","  In addition, you'll have the opportunity to lead our response to investigations into some of the most challenging defects, collaborating with software engineers… ·More...",,"$103,685 - $150,000 a year",
BESS System Design Engineer (Senior to Principal),Energy Vault,"Remote in Tysons Corner, VA","  Interface with internal (project managers, project engineers, product engineers, sales team) and external stakeholders (utilities, AHJs, contractors, end… ·More...",,"$103,685 - $150,000 a year",
Solution Engineer - Post Sales,Kognitos,Remote,"  Participate in internal meetings with engineers and Solution Consultants (SC) to address technical issues, troubleshoot code bugs, and ensure successful feature… ·More...",,"$103,685 - $150,000 a year",
Senior .NET Developer,NTT DATA,"Remote in Louisville, KY 40201","  At NTT DATA, we know that with the right people on board, anything is possible.  The quality, integrity, and commitment of our employees have been key factors in… ·More...",,"$103,685 - $150,000 a year",
ai engineer jobs in Remote,,,,,,
AI Coding Mentor,Outlier Ai,"Columbus, OH","  We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. ",,$30 an hour,
Remote AI Training Expert,Outlier Ai,"Remote in Columbus, OH","  We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. ",,$30 an hour,
AI Engineer,The Scotts Miracle-Gro Company,"Marysville, OH 43040","  Design, build, and deploy enterprise-level AI agents tailored to specific use cases and scalable solutions.  Work closely with the product team to integrate key… ·More...",,$30 an hour,
UI/UX Developer,Amazee Global Ventures Inc,"Columbus, OH",  Pay Rate: $60 on Contact W2.  We are looking for a Senior UI/UX Developer with expertise in designing and developing mobile applications. ·More...,,$30 an hour,
Industrial Cloud Platform Engineer - Industry 4.0,Hexion Inc.,"Columbus, OH","  Develop and implement cloud-based solutions to optimize manufacturing processes and operations.  Design and maintain IIoT infrastructure, including connectivity,… ·More...",,$30 an hour,
"Specialist, Technology Engineer - Databricks",Nationwide,"Hybrid work in Columbus, OH 43215",  Nationwide does not participate in the Stem OPT Extension program.***.  This role will primarily be responsible for supporting key data platforms like Databricks… ·More...,,$30 an hour,
Senior Machine Learning Engineer,Central Mutual Insurance Company,"Hybrid work in Dublin, OH 43017","  Provide guidance and mentorship to junior engineers, fostering growth and development within the team.  Consult with data engineers in the development of data… ·More...",,$30 an hour,
"Field Service Engineer Proton Therapy (On-Site)- Columbus, OH",Varian Medical Systems,"Columbus, OH","  Works within a compact team of site engineers, monitoring all aspects of the proton therapy system.  X-ray with Computed Tomography. ·More...",,$30 an hour,
"Open Rank, Professor of Practice - 5G-OH, Computer Science and Engineering",The Ohio State University,"Columbus, OH 43210 (The Ohio State University area)",  Department of Computer Science and Engineering.  The Department of Computer Science and Engineering (CSE ) at The Ohio State University invites applications for… ·More...,,$30 an hour,
Industry X - Engineering Consulting Consultant,Accenture,"Hybrid work in Columbus, OH",  This role will align with our Manufacturing & Operations - Product Engineering & Services practice and fall under the Engineering Consulting capability. ·More...,,$30 an hour,
SAP Functional Quality Engineering Lead,Accenture,"Columbus, OH","  We even built myConcerto, a mix of SAP and Accenture that helps lead our clients to big wins.  Define Approaches and Strategies for Test management inclusive of… ·More...",,$30 an hour,
Infrastructure & Capital Projects - Engineering Document Management Consultant,Accenture,"Columbus, OH","  A person who has lived and breathed engineering, construction, project management and project controls who likes to think big-picture and help find solutions. ·More...",,$30 an hour,
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH","  Made up of experienced AI strategists, data scientists, and AI engineers, they serve as trusted advisors to executives, helping them understand and evaluate new… ·More...",,$30 an hour,
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,$30 an hour,
"ai engineer jobs in London, OH",,,,,,
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH","  Made up of experienced AI strategists, data scientists, and AI engineers, they serve as trusted advisors to executives, helping them understand and evaluate new… ·More...",,"$151,800 - $253,000 a year",
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,"$151,800 - $253,000 a year",
"ai engineer jobs in London, OH",,,,,,
Industry X - Engineering Consulting Consultant,Accenture,"Hybrid work in Columbus, OH",  This role will align with our Manufacturing & Operations - Product Engineering & Services practice and fall under the Engineering Consulting capability. ·More...,,"$108,300 - $127,400 a year",
"Senior Analyst, Data Engineering",The Scotts Miracle-Gro Company,"Marysville, OH 43040",  This role bridges the gap between data engineers and data analysts/scientists to optimize data-driven initiatives.  4 - 7 Years of experience prefered. ·More...,,"$108,300 - $127,400 a year",
Edge Delivery Architect,Accenture,"Hybrid work in Columbus, OH","  Provide end-to-end solution leadership, guiding engineers and developers through the successful design, implementation, and deployment of client solutions. ·More...",,"$108,300 - $127,400 a year",
Python Developer,Amazee Global Ventures Inc,"Columbus, OH","  Position Overview: *We are seeking a highly experienced Senior Python Developer with over 15 years of expertise in designing, developing, and optimizing Python… EmployerActive 5 days ago·More...",,"$108,300 - $127,400 a year",Active 5 days ago
นักเขียนอิสระไทย,Outlier,"Columbus, OH",  You should contact your tax and/or immigration advisor with specific questions regarding your circumstances. ·More...,,"$108,300 - $127,400 a year",
augustwenty Engineering Consultant,"augustwenty, llc","Hilliard, OH 43026","  Technologies you’ll dig into include; cloud-based infrastructure, automotive, IoT, mobile and web application development, embedded, electrical engineering,… ·More...",,"$108,300 - $127,400 a year",
Sr. Data Scientist,Deloitte,"Columbus, OH","  Work cross-functionally with other scientists & data engineers, federal account manager and leadership to help ensure project delivery and success. ·More...",,"$108,300 - $127,400 a year",
Google Cloud GenAI Developer,Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,"$108,300 - $127,400 a year",
SAP Functional Quality Engineering Lead,Accenture,"Columbus, OH","  We even built myConcerto, a mix of SAP and Accenture that helps lead our clients to big wins.  Define Approaches and Strategies for Test management inclusive of… ·More...",,"$108,300 - $127,400 a year",
Infrastructure & Capital Projects - Engineering Document Management Consultant,Accenture,"Columbus, OH","  A person who has lived and breathed engineering, construction, project management and project controls who likes to think big-picture and help find solutions. ·More...",,"$108,300 - $127,400 a year",
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH","  Made up of experienced AI strategists, data scientists, and AI engineers, they serve as trusted advisors to executives, helping them understand and evaluate new… ·More...",,"$108,300 - $127,400 a year",
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,"$108,300 - $127,400 a year",
SAP GenAI Architect/Lead,Accenture,"Columbus, OH","  As a SAP Generative AI professional focused on GenAI Platforms and SAP Business AI, you will:  Provide AI strategy advisory services to help clients leverage… ·More...",,"$108,300 - $127,400 a year",
"ai engineer jobs in London, OH",,,,,,
ASG Rochade Integration Engineer,Intone Networks,"Columbus, OH",  ASG Rochade Integration Engineer Must Have • an ETL Designer • Application/Data Engineer • ASG Rochade development and administration • Data Integration… ·More...,,$11 - $15 an hour,
AI Content Writer (Tier 1),Outlier,"Columbus, OH",  Outlier is looking for talented writers with fluency in English to help train generative artificial intelligence models.  Rate conversions as of 8/29/2024. ·More...,,$11 - $15 an hour,
AI Content Editor (Tier 1),Outlier,"Columbus, OH",  Outlier is looking for talented writers with fluency in English to help train generative artificial intelligence models.  Rate conversions as of 8/29/2024. ·More...,,$11 - $15 an hour,
English Writing Evaluator,Outlier,"Columbus, OH",  Outlier is looking for talented writers with fluency in English to help train generative artificial intelligence models. ·More...,,$11 - $15 an hour,
Sr. Data Engineer (W2 contract),IIC,"Columbus, OH 43206 (Italian Village area)",  Data engineer: 10 years (Required).  Description:* Data Engineer should have proficiency in data engineering for Azure Data Engineers. EmployerActive 12 days ago·More...,,$11 - $15 an hour,Active 12 days ago
AI English Writing Coach (Tier 2),Outlier,"Columbus, OH",  Outlier is looking for talented writers with fluency in English to help train generative artificial intelligence models. ·More...,,$11 - $15 an hour,
Python Engineer (Top Secret Clearance),Better Talent Advisors,"Columbus, OH",  If you are you a Software Engineer who is experienced with Python (Django) and has an active Top Secret Clearance then please read on! ·More...,,$11 - $15 an hour,
Data Engineer,Star Seven Six,"Columbus, OH",  Our ongoing client relationships and our proven experienced leadership speak to our long-term collaborative partnerships. ·More...,,$11 - $15 an hour,
Applied AI/ML - Senior Associate,JPMorganChase,"Columbus, OH","  As an Applied AI/ML Senior Associate within our dynamic team, you will apply your quantitative, data science, and analytical skills to complex problems. ·More...",,$11 - $15 an hour,
Application Security Engineer,Physna,"Remote in Columbus, OH","  Physna partners with large manufacturers and the Department of Defense to reduce risk in supply chain, manage obsolescence, reverse engineering, and identify… ·More...",,$11 - $15 an hour,
Infrastructure Engineer,ODW Logistics Inc,"Columbus, OH 43215 (Downtown area)","  This is achieved by monitoring, maintaining, supporting, and optimizing all networked hardware, software and associated operating systems. EmployerActive 8 days ago·More...",,$11 - $15 an hour,Active 8 days ago
Senior Azure Engineer,"MWResource, Inc.","Hybrid work in Columbus, OH","  Seeking a Data Engineer with mastery in designing robust, scalable, and secure data solutions on Azure.  The Azure Data Engineer must architect solutions that… EmployerActive 7 days ago·More...",,$11 - $15 an hour,Active 7 days ago
Nuclear Physics Expertise Sought for AI Training,Outlier,"Columbus, OH",  Crafting and answering questions related to Nuclear Physics.  Evaluating and ranking domain-specific responses generated by AI models. ·More...,,$11 - $15 an hour,
ASIC Engineer (Multiple Openings),Niobium,"Remote in Columbus, OH","  Contribute to a small team of expert SoC engineer in all aspects of SoC engineering.  At Niobium Microsystems, we develop high performance microelectronic… ·More...",,$11 - $15 an hour,
Remote AI Training Expert,Outlier,"Remote in Columbus, OH","  We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. ·More...",,$11 - $15 an hour,
"ai engineer jobs in London, OH",,,,,,
AI Training Specialist,Outlier Ai,"Columbus, OH","  We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. ",,$30 an hour,
AI Development Specialist,Outlier Ai,"Columbus, OH","  We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. ",,$30 an hour,
Coding Mentor for Complex AI Systems,Outlier Ai,"Columbus, OH","  We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. ",,$30 an hour,
AI Engineer,The Scotts Miracle-Gro Company,"Marysville, OH 43040","  Design, build, and deploy enterprise-level AI agents tailored to specific use cases and scalable solutions.  Work closely with the product team to integrate key… ·More...",,$30 an hour,
UI/UX Developer,Amazee Global Ventures Inc,"Columbus, OH",  Pay Rate: $60 on Contact W2.  We are looking for a Senior UI/UX Developer with expertise in designing and developing mobile applications. ·More...,,$30 an hour,
Industrial Cloud Platform Engineer - Industry 4.0,Hexion Inc.,"Columbus, OH","  Develop and implement cloud-based solutions to optimize manufacturing processes and operations.  Design and maintain IIoT infrastructure, including connectivity,… ·More...",,$30 an hour,
"Specialist, Technology Engineer - Databricks",Nationwide,"Hybrid work in Columbus, OH 43215",  Nationwide does not participate in the Stem OPT Extension program.***.  This role will primarily be responsible for supporting key data platforms like Databricks… ·More...,,$30 an hour,
Senior Machine Learning Engineer,Central Mutual Insurance Company,"Hybrid work in Dublin, OH 43017","  Provide guidance and mentorship to junior engineers, fostering growth and development within the team.  Consult with data engineers in the development of data… ·More...",,$30 an hour,
"Field Service Engineer Proton Therapy (On-Site)- Columbus, OH",Varian Medical Systems,"Columbus, OH","  Works within a compact team of site engineers, monitoring all aspects of the proton therapy system.  X-ray with Computed Tomography. ·More...",,$30 an hour,
Industry X - Engineering Consulting Consultant,Accenture,"Hybrid work in Columbus, OH",  This role will align with our Manufacturing & Operations - Product Engineering & Services practice and fall under the Engineering Consulting capability. ·More...,,$30 an hour,
"Open Rank, Professor of Practice - 5G-OH, Computer Science and Engineering",The Ohio State University,"Columbus, OH 43210 (The Ohio State University area)",  Department of Computer Science and Engineering.  The Department of Computer Science and Engineering (CSE ) at The Ohio State University invites applications for… ·More...,,$30 an hour,
SAP Functional Quality Engineering Lead,Accenture,"Columbus, OH","  We even built myConcerto, a mix of SAP and Accenture that helps lead our clients to big wins.  Define Approaches and Strategies for Test management inclusive of… ·More...",,$30 an hour,
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH","  Made up of experienced AI strategists, data scientists, and AI engineers, they serve as trusted advisors to executives, helping them understand and evaluate new… ·More...",,$30 an hour,
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,$30 an hour,
Infrastructure & Capital Projects - Engineering Document Management Consultant,Accenture,"Columbus, OH","  A person who has lived and breathed engineering, construction, project management and project controls who likes to think big-picture and help find solutions. ·More...",,$30 an hour,
"ai engineer jobs in London, OH",,,,,,
Senior Control Systems Specialist,HDR,"Columbus, OH",,,,
Protein Biochemist/ Engineer,Battelle,"Columbus, OH",,,,
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH",,,,
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH",,,,
Senior Water/Wastewater Control Systems Engineer,HDR,"Columbus, OH",,,,
Infrastructure & Capital Projects - Engineering Document Management Consultant,Accenture,"Columbus, OH",,,,
Endowed Morrow Chair in Chemical Engineering,The Ohio State University,"Columbus, OH 43210 (The Ohio State University area)",,,,
SAP Functional Quality Engineering Manager,Accenture,"Columbus, OH",,,,
Industry X - Manufacturing Digital Transformation Manager,Accenture,"Columbus, OH",,,,
Apigee API Developer,Accenture,"Hybrid work in Columbus, OH",,,,
Software Engineer,Path Robotics,"Columbus, OH",,,,
UI/UX Developer,Amazee Global Ventures Inc,"Columbus, OH",,,,
Python Engineer (Top Secret Clearance),Better Talent Advisors,"Columbus, OH",,,,
Application Security Engineer,Physna,"Remote in Columbus, OH",,,,
"Machine Learning Engineer, Robot Learning",Path Robotics,"Columbus, OH",,,,
"ai engineer jobs in London, OH",,,,,,
Automation Project Engineer,Actalent,"Dublin, OH 43017",  Team Leadership & Sales Support (20%) - Provide technical guidance for a project team of 2-5 engineers - Identify and assign tasks within the project team -… EmployerActive 4 days ago·More...,,"$101,801 - $125,360 a year",Active 4 days ago
"Senior Software Engineer, API Enablement",Upstart,"Remote in Columbus, OH",  Mentor junior engineers and promote a culture of technical excellence.  Upstart is a leading AI lending marketplace partnering with banks and credit unions to… ·More...,,"$101,801 - $125,360 a year",
AI Math Instructor - Part Time Work From Home,Outlier,"Remote in Columbus, OH",  Outlier is looking for talented Math Experts to help train generative artificial intelligence models.  Crafting and answering questions related to Math. ·More...,,"$101,801 - $125,360 a year",
AI & GenAI Data Scientist-Senior Associate,PRICE WATERHOUSE COOPERS,"Columbus, OH 43215 (Downtown area)",  Directing data engineers and other data scientists to deliver efficient solutions to meet client requirements;  Minimum Year(s) of Experience. ·More...,,"$101,801 - $125,360 a year",
Lead Systems Engineer,OCLC,"Dublin, OH","  Leadership and Mentorship: Lead, mentor, and develop a team of cloud engineers, providing technical direction and promoting best practices in cloud management… ·More...",,"$101,801 - $125,360 a year",
Windows OS Image Engineer,Zenith Services,"Columbus, OH","  Windows OS Image engineering and Automation specialist with good architecture and design solutioning experience around Windows 10 image design, build and… ·More...",,"$101,801 - $125,360 a year",
Strategic Planning Manager - GenAI,Deloitte,"Remote in Columbus, OH",  The Strategic Planning Manager is a critical role responsible for supporting the strategic initiatives for the GenAI capabilities organization. ·More...,,"$101,801 - $125,360 a year",
Senior Machine Learning Engineer,Central Mutual Insurance Company,"Hybrid work in Dublin, OH 43017","  Provide guidance and mentorship to junior engineers, fostering growth and development within the team.  Consult with data engineers in the development of data… ·More...",,"$101,801 - $125,360 a year",
Senior Advanced AI Research Engineer,Accenture,"Columbus, OH","  Collaborate with software engineers to integrate AI solutions into products and services, addressing technical and scalability challenges. ·More...",,"$101,801 - $125,360 a year",
Automation Developers,KK Software Associates,"Dublin, OH","  Assist in the facilitation of the operational aspects that drive our company, inclusive of HR, IT, and administrative functions. ·More...",,"$101,801 - $125,360 a year",
MES Control Automation Lead,Laiba Technologies,"Dublin, OH","  Approx 15 yrs of exp.  Automotive and similar MES experience.  Exposure to Apriso, Factory Talk or SIMATIC/OpC. EmployerActive 4 days ago·More...",,"$101,801 - $125,360 a year",Active 4 days ago
Lead Systems Engineer,Glassdoor,"Remote in Columbus, OH",  Teams across Glassdoor will rely on your technical acumen to aid in the design and operation of production and service infrastructure. ·More...,,"$101,801 - $125,360 a year",
Battery Systems Product Application Engineer,FORSEE POWER,"Columbus, OH","  Forsee Power is a tier-1 industrial group specializing in lithium-ion battery systems for electric vehicle powertrains, primarily, Heavy Electric Vehicles (HEV)… ·More...",,"$101,801 - $125,360 a year",
Math Educator - Onboarding Now,Outlier,"Columbus, OH",  Outlier is looking for talented Math Experts to help train generative artificial intelligence models.  Crafting and answering questions related to Math. ·More...,,"$101,801 - $125,360 a year",
"Critical Facilities Electrical Field Engineer, Data Center Field Engineering","Amazon Data Services, Inc.","Columbus, OH",  Experience as resident engineer or hands-on (in the field) design consultant or owner’s engineer.  Act as resident engineer during new construction projects. ·More...,,"$101,801 - $125,360 a year",
"ai engineer jobs in London, OH",,,,,,
Big Data Engineer for AI Training,Outlier Ai,Ohio,  Are you an experienced software engineer who would like to lend your coding expertise to train AI models?  Outlier helps the world’s most innovative companies… ,,$30 an hour,
Computational Systems Biologist/Engineer,Battelle,"Columbus, OH","  Battelle delivers when others can’t.  We conduct research and development, manage national laboratories, design and manufacture products and deliver critical… ",,$30 an hour,
Remote AI Training Expert,Outlier Ai,"Remote in Columbus, OH",  Are you an experienced software engineer who would like to lend your coding expertise to train AI models?  Outlier helps the world’s most innovative companies… ,,$30 an hour,
AI Engineer,The Scotts Miracle-Gro Company,"Marysville, OH 43040",  Here at Scotts Miracle-Gro there is no such thing as a typical day.  Our culture is constantly energized by new and exciting growth opportunities and at a rapid… ·More...,,$30 an hour,
UI/UX Developer,Amazee Global Ventures Inc,"Columbus, OH",  This is the Contract W2 opportunity with Amazee Global Ventures Inc.  The Job Description given below is a Lead/ Architect level position. ·More...,,$30 an hour,
Industrial Cloud Platform Engineer - Industry 4.0,Hexion Inc.,"Columbus, OH","  Grounded by a history that is deeply rooted in innovation, Hexion is a global employer committed to building and protecting the future by producing innovative… ·More...",,$30 an hour,
"Specialist, Technology Engineer - Databricks",Nationwide,"Hybrid work in Columbus, OH 43215","  If you’re passionate about innovation and love working in an environment where you can constantly improve and adopt new technologies to drive business results,… ·More...",,$30 an hour,
Senior Machine Learning Engineer,Central Mutual Insurance Company,"Hybrid work in Dublin, OH 43017","  Provide guidance and mentorship to junior engineers, fostering growth and development within the team.  Consult with data engineers in the development of data… ·More...",,$30 an hour,
"Field Service Engineer Proton Therapy (On-Site)- Columbus, OH",Varian Medical Systems,"Columbus, OH","  Works within a compact team of site engineers, monitoring all aspects of the proton therapy system.  Together, we can beat cancer. ·More...",,$30 an hour,
"Open Rank, Professor of Practice - 5G-OH, Computer Science and Engineering",The Ohio State University,"Columbus, OH 43210 (The Ohio State University area)","  Open Rank, Professional Practice Professor.  Department of Computer Science and Engineering.  The Department of Computer Science and Engineering (CSE ) at The… ·More...",,$30 an hour,
Industry X - Engineering Consulting Consultant,Accenture,"Hybrid work in Columbus, OH",  JOB TITLE - Industry X Engineering Consulting Consultant.  This role can sit anywhere in the US as long as it is near an Accenture Corporate Office. ·More...,,$30 an hour,
SAP Functional Quality Engineering Lead,Accenture,"Columbus, OH","  Accenture’s SAP practice, and we bring the New to life using design thinking, agile development methodologies, and the latest smart tech like IoT, automation,… ·More...",,$30 an hour,
Infrastructure & Capital Projects - Engineering Document Management Consultant,Accenture,"Columbus, OH","  This role can sit anywhere in the US as long as it is near an Accenture Corporate Office.  We are Industry X: We embed innovation, intelligence, and… ·More...",,$30 an hour,
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH","  Made up of experienced AI strategists, data scientists, and AI engineers, they serve as trusted advisors to executives, helping them understand and evaluate new… ·More...",,$30 an hour,
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,$30 an hour,
"ai engineer jobs in London, OH",,,,,,
Computational Systems Biologist/Engineer,Battelle,"Columbus, OH","  This full-time position is located in Columbus, Ohio.  Some domestic and international travel is anticipated.  As a Computational Systems Biologist, you will play… ",,$30 an hour,
AI Coding Mentor,Outlier Ai,"Columbus, OH","  We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. ",,$30 an hour,
Remote AI Training Expert,Outlier Ai,"Remote in Columbus, OH","  We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. ",,$30 an hour,
AI Engineer,The Scotts Miracle-Gro Company,"Marysville, OH 43040","  Design, build, and deploy enterprise-level AI agents tailored to specific use cases and scalable solutions.  Work closely with the product team to integrate key… ·More...",,$30 an hour,
UI/UX Developer,Amazee Global Ventures Inc,"Columbus, OH",  Pay Rate: $60 on Contact W2.  We are looking for a Senior UI/UX Developer with expertise in designing and developing mobile applications. ·More...,,$30 an hour,
Industrial Cloud Platform Engineer - Industry 4.0,Hexion Inc.,"Columbus, OH","  Develop and implement cloud-based solutions to optimize manufacturing processes and operations.  Design and maintain IIoT infrastructure, including connectivity,… ·More...",,$30 an hour,
"Specialist, Technology Engineer - Databricks",Nationwide,"Hybrid work in Columbus, OH 43215",  Nationwide does not participate in the Stem OPT Extension program.***.  This role will primarily be responsible for supporting key data platforms like Databricks… ·More...,,$30 an hour,
