Job Title,Company Name,Location,Description,Salary,MetaData,Posting
"Lead Software Engineer, Supply Chain & Planning Technology",Nike,"Beaverton, OR 97078",,,,
Senior DevOps Engineer,Act-On Software,"Portland, OR 97204",,,,
Site Reliability Engineer - Software CSG,Apple,"Beaverton, OR",,,,
"Senior Software Engineer, Web Development",Yaana,"Portland, OR",,,,
Principal Software Engineer - Java,Veeva Systems,"Portland, OR",,,,
"Software Engineer, Smart Network Solutions",Yaana,"Beaverton, OR",,,,
Principal Software Engineer - Consumer Product & Innovation,Nike,"Beaverton, OR 97078",,,,
Mobile Developer,FlexIT Inc,"Beaverton, OR 97005",,,,
JavaScript Quality Reviewer,Outlier,"Portland, OR 97204 (Old Town-Chinatown area)",,,,
Senior Software Engineer - Full Stack,Veeva Systems,"Portland, OR",,,,
Sr. Game Developer,FlexIT Inc,"Beaverton, OR 97005",,,,
Software Engineer: SoC System Stress Validation,Apple,"Beaverton, OR",,,,
"software developer jobs in Vancouver, WA",,,,,,
ERP - Techno Functional - Lead Software Engineer,Nike,"Beaverton, OR 97078",  NIKE's Strategic Enterprise Capabilities program (SEC) is reinventing the way Nike does business.  SEC is driving end-to-end integration across hundreds of… ·More...,,$55 - $60 an hour,
Embedded Systems Engineer,Clario,"Hybrid work in Portland, OR","  3+ years of product development experience especially with connected devices, sensors and/or wearables with a proficiency in using CAD software (such as AutoCAD… ·More...",,$55 - $60 an hour,
Senior Machine Learning Engineer,Amazee Global Ventures Inc,"Portland, OR","  * Understanding of data structures, data modeling, and software architecture.  Duration: 12+ months (long-term possible).  Pay Rate: $60/hr on Contract W2. EmployerActive 7 days ago·More...",,$55 - $60 an hour,Active 7 days ago
"Senior Full Stack Engineer (Java, ReactJS)",EPAM Systems,"Beaverton, OR 97003","  Architect, design, and implement full-stack solutions using Java, ReactJS, and AWS services, ensuring performance, quality, and security. ·More...",,$55 - $60 an hour,
Automation Engineer 3 - (Data Analytics/Automation Anywhere/Microsoft PowerApps),U.S. Bank National Association,"Gresham, OR","  Robotics and/or Intelligent Automation software (e.g. Automation Anywhere, Work Fusion, Blue Prism, UI Path, NICE NEVA or other automation technologies) a huge… ·More...",,$55 - $60 an hour,
Principal Software Engineer - Search - Lucene,Veeva Systems,"Portland, OR",  12+ years of software development experience with proven track record of building high volume products at scale.  Flexible PTO and company paid holidays. ·More...,,$55 - $60 an hour,
Senior .Net Developer,Q5id,"Hillsboro, OR",  Successful track record of developing quality software products and shipping production ready software.  Reports To: VP Software Development. ·More...,,$55 - $60 an hour,
Software Engineer II,Umpqua Bank,"Hillsboro, OR 97124",  Analyze existing issues and provide solutions to remediate; use issue resolution as an opportunity to improve supportability of the custom software. ·More...,,$55 - $60 an hour,
Government Cloud Engineer,INTEL,"Hybrid work in Hillsboro, OR","  Our developers and software engineers work in all software layers, across multiple operating systems and platforms to enable cutting-edge solutions. ·More...",,$55 - $60 an hour,
Applications Development Engineer III,Thermo Fisher Scientific,"Hillsboro, OR 97124","  In this role, you will have the opportunity to create effective solutions for customers to make important process decisions. ·More...",,$55 - $60 an hour,
Sr. C++ Software Development Engineer – Graphics,Esri,"Portland, OR",  5+ years of commercial software development experience.  Understanding of spatial and graphics algorithms and software design patterns. ·More...,,$55 - $60 an hour,
"Image Signal Processing Engineer, Platform Architecture",Apple,"Beaverton, OR","  Experience writing software models of hardware algorithms.  At Apple, our Architecture group is responsible for connecting our hardware and software into one… ·More...",,$55 - $60 an hour,
Customer Communications Technology Sr. Genesys Engineer,Deloitte,"Portland, OR",  As an experienced Customer Communications Technology Sr. Genesys Engineer you will have the ability to share new ideas and collaborate on projects as a… ·More...,,$55 - $60 an hour,
Sr. OS Infrastructure Engineer (Windows & Linux),U.S. Bank National Association,"Gresham, OR","  This may include infrastructure as code, programming, scripting languages, multi-cloud environments, system engineering and software development. ·More...",,$55 - $60 an hour,
Senior Firmware Engineer,Andrews Cooper Technology LLC,"Portland, OR","  Experience collaborating with other software developers using version control systems such as GIT.  Adept at software requirement management, and creation of… ·More...",,$55 - $60 an hour,
"software developer jobs in Vancouver, WA",,,,,,
Senior Machine Learning Engineer,Amazee Global Ventures Inc,"Portland, OR","  * Understanding of data structures, data modeling, and software architecture.  Duration: 12+ months (long-term possible).  Pay Rate: $60/hr on Contract W2. EmployerActive 7 days ago·More...",,$55 - $60 an hour,Active 7 days ago
Automation Engineer 3 - (Data Analytics/Automation Anywhere/Microsoft PowerApps),U.S. Bank National Association,"Gresham, OR","  Robotics and/or Intelligent Automation software (e.g. Automation Anywhere, Work Fusion, Blue Prism, UI Path, NICE NEVA or other automation technologies) a huge… ·More...",,$55 - $60 an hour,
Simulation AI Software Engineer,Ampere Computing,"Hybrid work in Portland, OR 97209",  Experience developing software on Linux environment.  Spearhead the verification of software models within a sophisticated hardware-software co-simulation… ·More...,,$55 - $60 an hour,
Senior Engineer - Application Development,MST,"Lake Oswego, OR",  Experience with C# software development.  Knowledge of advanced programming languages and software tools for test automation. ·More...,,$55 - $60 an hour,
ERP - Techno Functional - Lead Software Engineer,Nike,"Beaverton, OR 97078",  NIKE's Strategic Enterprise Capabilities program (SEC) is reinventing the way Nike does business.  SEC is driving end-to-end integration across hundreds of… ·More...,,$55 - $60 an hour,
"Senior Full Stack Engineer (Java, ReactJS)",EPAM Systems,"Beaverton, OR 97003","  Architect, design, and implement full-stack solutions using Java, ReactJS, and AWS services, ensuring performance, quality, and security. ·More...",,$55 - $60 an hour,
Software Engineer II,Umpqua Bank,"Hillsboro, OR 97124",  Analyze existing issues and provide solutions to remediate; use issue resolution as an opportunity to improve supportability of the custom software. ·More...,,$55 - $60 an hour,
Principal Software Engineer - Search - Lucene,Veeva Systems,"Portland, OR",  12+ years of software development experience with proven track record of building high volume products at scale.  Flexible PTO and company paid holidays. ·More...,,$55 - $60 an hour,
Senior .Net Developer,Q5id,"Hillsboro, OR",  Successful track record of developing quality software products and shipping production ready software.  Reports To: VP Software Development. ·More...,,$55 - $60 an hour,
Applications Development Engineer III,Thermo Fisher Scientific,"Hillsboro, OR 97124","  In this role, you will have the opportunity to create effective solutions for customers to make important process decisions. ·More...",,$55 - $60 an hour,
"Image Signal Processing Engineer, Platform Architecture",Apple,"Beaverton, OR","  Experience writing software models of hardware algorithms.  At Apple, our Architecture group is responsible for connecting our hardware and software into one… ·More...",,$55 - $60 an hour,
Customer Communications Technology Sr. Genesys Engineer,Deloitte,"Portland, OR",  As an experienced Customer Communications Technology Sr. Genesys Engineer you will have the ability to share new ideas and collaborate on projects as a… ·More...,,$55 - $60 an hour,
Sr. C++ Software Development Engineer – Graphics,Esri,"Portland, OR",  5+ years of commercial software development experience.  Understanding of spatial and graphics algorithms and software design patterns. ·More...,,$55 - $60 an hour,
Sr. OS Infrastructure Engineer (Windows & Linux),U.S. Bank National Association,"Gresham, OR","  This may include infrastructure as code, programming, scripting languages, multi-cloud environments, system engineering and software development. ·More...",,$55 - $60 an hour,
Senior Firmware Engineer,Andrews Cooper Technology LLC,"Portland, OR","  Experience collaborating with other software developers using version control systems such as GIT.  Adept at software requirement management, and creation of… ·More...",,$55 - $60 an hour,
"software developer jobs in Vancouver, WA",,,,,,
Simulation AI Software Engineer,Ampere Computing,"Hybrid work in Portland, OR 97209",  Experience developing software on Linux environment.  Spearhead the verification of software models within a sophisticated hardware-software co-simulation… ·More...,,"$195,400 - $325,600 a year",
Senior Engineer - Application Development,MST,"Lake Oswego, OR",  Experience with C# software development.  Knowledge of advanced programming languages and software tools for test automation. ·More...,,"$195,400 - $325,600 a year",
ERP - Techno Functional - Lead Software Engineer,Nike,"Beaverton, OR 97078",  NIKE's Strategic Enterprise Capabilities program (SEC) is reinventing the way Nike does business.  SEC is driving end-to-end integration across hundreds of… ·More...,,"$195,400 - $325,600 a year",
AI Feature Engineer,MiTek USA Inc,"Hybrid work in Portland, OR 97209","  Today, MiTek delivers software, services, engineered products, and automated solutions that enable the building industry to improve efficiencies by optimizing… ·More...",,"$195,400 - $325,600 a year",
"Senior Full Stack Engineer (Java, ReactJS)",EPAM Systems,"Beaverton, OR 97003","  Architect, design, and implement full-stack solutions using Java, ReactJS, and AWS services, ensuring performance, quality, and security. ·More...",,"$195,400 - $325,600 a year",
Software Engineer II,Umpqua Bank,"Hillsboro, OR 97124",  Analyze existing issues and provide solutions to remediate; use issue resolution as an opportunity to improve supportability of the custom software. ·More...,,"$195,400 - $325,600 a year",
Principal Software Engineer - Search - Lucene,Veeva Systems,"Portland, OR",  12+ years of software development experience with proven track record of building high volume products at scale.  Flexible PTO and company paid holidays. ·More...,,"$195,400 - $325,600 a year",
Senior .Net Developer,Q5id,"Hillsboro, OR",  Successful track record of developing quality software products and shipping production ready software.  Reports To: VP Software Development. ·More...,,"$195,400 - $325,600 a year",
Applications Development Engineer III,Thermo Fisher Scientific,"Hillsboro, OR 97124","  In this role, you will have the opportunity to create effective solutions for customers to make important process decisions. ·More...",,"$195,400 - $325,600 a year",
"Image Signal Processing Engineer, Platform Architecture",Apple,"Beaverton, OR","  Experience writing software models of hardware algorithms.  At Apple, our Architecture group is responsible for connecting our hardware and software into one… ·More...",,"$195,400 - $325,600 a year",
Customer Communications Technology Sr. Genesys Engineer,Deloitte,"Portland, OR",  As an experienced Customer Communications Technology Sr. Genesys Engineer you will have the ability to share new ideas and collaborate on projects as a… ·More...,,"$195,400 - $325,600 a year",
Sr. C++ Software Development Engineer – Graphics,Esri,"Portland, OR",  5+ years of commercial software development experience.  Understanding of spatial and graphics algorithms and software design patterns. ·More...,,"$195,400 - $325,600 a year",
Sr. OS Infrastructure Engineer (Windows & Linux),U.S. Bank National Association,"Gresham, OR","  This may include infrastructure as code, programming, scripting languages, multi-cloud environments, system engineering and software development. ·More...",,"$195,400 - $325,600 a year",
Senior Firmware Engineer,Andrews Cooper Technology LLC,"Portland, OR","  Experience collaborating with other software developers using version control systems such as GIT.  Adept at software requirement management, and creation of… ·More...",,"$195,400 - $325,600 a year",
Web Developer,"The New IEM, Llc",United States,"  Ensure software stability via regression, support quality assurance, and perform unit and user-acceptance testing to identify bugs. EmployerActive 13 days ago",,"$195,400 - $325,600 a year",Active 13 days ago
"software developer jobs in Vancouver, WA",,,,,,
Automation Engineer 3 - (Data Analytics/Automation Anywhere/Microsoft PowerApps),U.S. Bank National Association,"Gresham, OR","  Robotics and/or Intelligent Automation software (e.g. Automation Anywhere, Work Fusion, Blue Prism, UI Path, NICE NEVA or other automation technologies) a huge… ·More...",,"$90,100 - $116,600 a year",
Simulation AI Software Engineer,Ampere Computing,"Hybrid work in Portland, OR 97209",  Experience developing software on Linux environment.  Spearhead the verification of software models within a sophisticated hardware-software co-simulation… ·More...,,"$90,100 - $116,600 a year",
Senior Engineer - Application Development,MST,"Lake Oswego, OR",  Experience with C# software development.  Knowledge of advanced programming languages and software tools for test automation. ·More...,,"$90,100 - $116,600 a year",
ERP - Techno Functional - Lead Software Engineer,Nike,"Beaverton, OR 97078",  NIKE's Strategic Enterprise Capabilities program (SEC) is reinventing the way Nike does business.  SEC is driving end-to-end integration across hundreds of… ·More...,,"$90,100 - $116,600 a year",
"Senior Full Stack Engineer (Java, ReactJS)",EPAM Systems,"Beaverton, OR 97003","  Architect, design, and implement full-stack solutions using Java, ReactJS, and AWS services, ensuring performance, quality, and security. ·More...",,"$90,100 - $116,600 a year",
Software Engineer II,Umpqua Bank,"Hillsboro, OR 97124",  Analyze existing issues and provide solutions to remediate; use issue resolution as an opportunity to improve supportability of the custom software. ·More...,,"$90,100 - $116,600 a year",
Principal Software Engineer - Search - Lucene,Veeva Systems,"Portland, OR",  12+ years of software development experience with proven track record of building high volume products at scale.  Flexible PTO and company paid holidays. ·More...,,"$90,100 - $116,600 a year",
Senior .Net Developer,Q5id,"Hillsboro, OR",  Successful track record of developing quality software products and shipping production ready software.  Reports To: VP Software Development. ·More...,,"$90,100 - $116,600 a year",
Applications Development Engineer III,Thermo Fisher Scientific,"Hillsboro, OR 97124","  In this role, you will have the opportunity to create effective solutions for customers to make important process decisions. ·More...",,"$90,100 - $116,600 a year",
"Image Signal Processing Engineer, Platform Architecture",Apple,"Beaverton, OR","  Experience writing software models of hardware algorithms.  At Apple, our Architecture group is responsible for connecting our hardware and software into one… ·More...",,"$90,100 - $116,600 a year",
Customer Communications Technology Sr. Genesys Engineer,Deloitte,"Portland, OR",  As an experienced Customer Communications Technology Sr. Genesys Engineer you will have the ability to share new ideas and collaborate on projects as a… ·More...,,"$90,100 - $116,600 a year",
Sr. C++ Software Development Engineer – Graphics,Esri,"Portland, OR",  5+ years of commercial software development experience.  Understanding of spatial and graphics algorithms and software design patterns. ·More...,,"$90,100 - $116,600 a year",
Sr. OS Infrastructure Engineer (Windows & Linux),U.S. Bank National Association,"Gresham, OR","  This may include infrastructure as code, programming, scripting languages, multi-cloud environments, system engineering and software development. ·More...",,"$90,100 - $116,600 a year",
Senior Firmware Engineer,Andrews Cooper Technology LLC,"Portland, OR","  Experience collaborating with other software developers using version control systems such as GIT.  Adept at software requirement management, and creation of… ·More...",,"$90,100 - $116,600 a year",
Web Developer,"The New IEM, Llc",United States,"  Ensure software stability via regression, support quality assurance, and perform unit and user-acceptance testing to identify bugs. EmployerActive 13 days ago",,"$90,100 - $116,600 a year",Active 13 days ago
"software developer jobs in Vancouver, WA",,,,,,
ERP - Techno Functional - Lead Software Engineer,Nike,"Beaverton, OR 97078","  Become a Part of the NIKE, Inc. Team.  NIKE, Inc. does more than outfit the world's best athletes.  It is a place to explore potential, obliterate boundaries and… ·More...",,$55 - $60 an hour,
Embedded Systems Engineer,Clario,"Hybrid work in Portland, OR","  3+ years of product development experience especially with connected devices, sensors and/or wearables with a proficiency in using CAD software (such as AutoCAD… ·More...",,$55 - $60 an hour,
Senior Machine Learning Engineer,Amazee Global Ventures Inc,"Portland, OR","  * Understanding of data structures, data modeling, and software architecture.  This is a Contract W2 opportunity with Amazee Global Ventures Inc. EmployerActive 7 days ago·More...",,$55 - $60 an hour,Active 7 days ago
"Senior Full Stack Engineer (Java, ReactJS)",EPAM Systems,"Beaverton, OR 97003",  Are you an experienced Engineer with a passion for digital transformation?  We are hiring a Software Engineer who will work alongside a dynamic team to build… ·More...,,$55 - $60 an hour,
Automation Engineer 3 - (Data Analytics/Automation Anywhere/Microsoft PowerApps),U.S. Bank National Association,"Gresham, OR","  Robotics and/or Intelligent Automation software (e.g. Automation Anywhere, Work Fusion, Blue Prism, UI Path, NICE NEVA or other automation technologies) a huge… ·More...",,$55 - $60 an hour,
Principal Software Engineer - Search - Lucene,Veeva Systems,"Portland, OR","  This industry along with our vertical-specific software is in a period of unprecedented growth over the next five years, and we’re looking for mission-driven… ·More...",,$55 - $60 an hour,
Senior .Net Developer,Q5id,"Hillsboro, OR",  Successful track record of developing quality software products and shipping production ready software.  To apply please submit a cover letter and resume. ·More...,,$55 - $60 an hour,
Software Engineer II,Umpqua Bank,"Hillsboro, OR 97124",  4-7 years of software industry experience.  Analyze existing issues and provide solutions to remediate; use issue resolution as an opportunity to improve… ·More...,,$55 - $60 an hour,
Government Cloud Engineer,INTEL,"Hybrid work in Hillsboro, OR","  Our developers and software engineers work in all software layers, across multiple operating systems and platforms to enable cutting-edge solutions. ·More...",,$55 - $60 an hour,
Applications Development Engineer III,Thermo Fisher Scientific,"Hillsboro, OR 97124",  Thermo Fisher Scientific Inc. is looking for a highly skilled and motivated individual to join our team as an Applications Development Engineer III. ·More...,,$55 - $60 an hour,
Sr. C++ Software Development Engineer – Graphics,Esri,"Portland, OR",  5+ years of commercial software development experience.  Understanding of spatial and graphics algorithms and software design patterns. ·More...,,$55 - $60 an hour,
"Image Signal Processing Engineer, Platform Architecture",Apple,"Beaverton, OR","  Experience writing software models of hardware algorithms.  At Apple, our Architecture group is responsible for connecting our hardware and software into one… ·More...",,$55 - $60 an hour,
Customer Communications Technology Sr. Genesys Engineer,Deloitte,"Portland, OR","  Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment?  As an experienced Customer Communications Technology… ·More...",,$55 - $60 an hour,
Sr. OS Infrastructure Engineer (Windows & Linux),U.S. Bank National Association,"Gresham, OR","  This may include infrastructure as code, programming, scripting languages, multi-cloud environments, system engineering and software development. ·More...",,$55 - $60 an hour,
Senior Firmware Engineer,Andrews Cooper Technology LLC,"Portland, OR","  Experience collaborating with other software developers using version control systems such as GIT.  Adept at software requirement management, and creation of… ·More...",,$55 - $60 an hour,
"software developer jobs in Vancouver, WA",,,,,,
Python Engineer (Top Secret Clearance),Better Talent Advisors,"Portland, OR",,,,
Senior Embedded Engineer w/d RTOS Exp,Embtel Inc,"Hybrid work in Vancouver, WA 98666",,,,
Sr. Full -Stack Microsoft Engineer with Angular/Typescript - Temp,CorVel Corporation,"Remote in Portland, OR 97201",,,,Active 20 days ago
Principal Software Engineer,AZAD Technology Partners,"Portland, OR",,,,
Solutions Architect - Software Engineer,"CompuNet, Inc.","Portland, OR",,,,
Hybrid Work - Need Software Engineer in Portland OR,Steneral Consulting,"Hybrid work in Portland, OR 97228",,,,
Senior Software Engineer (.NET/EF/Azure),Swan Island Networks,"Remote in Portland, OR 97239",,,,
Software Engineer III,Open Up Resources,"Remote in Portland, OR",,,,Active 19 days ago
Senior Software Engineer,Kickstand,"Portland, OR",,,,
Remote Lead/Sr. Software Engineer,AltSource,"Remote in Portland, OR 97214",,,,
Java Developer,iTek People Inc,"Beaverton, OR",,,,
Software Engineer,Blue Pearl Software,"Portland, OR",,,,
Golang Software Engineer,ViewTrade,"Portland, OR 97204",,,,
Sr. Back-End Engineer,ProFocus,"Remote in Portland, OR 97229",,,,
Coolgen Developer,Infoway Solutions LLC,"Portland, OR",,,,Active 4 days ago
"software developer jobs in Vancouver, WA",,,,,,
Senior Machine Learning Engineer,Amazee Global Ventures Inc,"Portland, OR","  * Understanding of data structures, data modeling, and software architecture.  Duration: 12+ months (long-term possible).  Pay Rate: $60/hr on Contract W2. EmployerActive 7 days ago·More...",,$55 - $60 an hour,Active 7 days ago
Automation Engineer 3 - (Data Analytics/Automation Anywhere/Microsoft PowerApps),U.S. Bank National Association,"Gresham, OR","  Robotics and/or Intelligent Automation software (e.g. Automation Anywhere, Work Fusion, Blue Prism, UI Path, NICE NEVA or other automation technologies) a huge… ·More...",,$55 - $60 an hour,
Simulation AI Software Engineer,Ampere Computing,"Hybrid work in Portland, OR 97209",  Experience developing software on Linux environment.  Spearhead the verification of software models within a sophisticated hardware-software co-simulation… ·More...,,$55 - $60 an hour,
Senior Engineer - Application Development,MST,"Lake Oswego, OR",  Experience with C# software development.  Knowledge of advanced programming languages and software tools for test automation. ·More...,,$55 - $60 an hour,
ERP - Techno Functional - Lead Software Engineer,Nike,"Beaverton, OR 97078",  NIKE's Strategic Enterprise Capabilities program (SEC) is reinventing the way Nike does business.  SEC is driving end-to-end integration across hundreds of… ·More...,,$55 - $60 an hour,
"Senior Full Stack Engineer (Java, ReactJS)",EPAM Systems,"Beaverton, OR 97003","  Architect, design, and implement full-stack solutions using Java, ReactJS, and AWS services, ensuring performance, quality, and security. ·More...",,$55 - $60 an hour,
Software Engineer II,Umpqua Bank,"Hillsboro, OR 97124",  Analyze existing issues and provide solutions to remediate; use issue resolution as an opportunity to improve supportability of the custom software. ·More...,,$55 - $60 an hour,
Principal Software Engineer - Search - Lucene,Veeva Systems,"Portland, OR",  12+ years of software development experience with proven track record of building high volume products at scale.  Flexible PTO and company paid holidays. ·More...,,$55 - $60 an hour,
Senior .Net Developer,Q5id,"Hillsboro, OR",  Successful track record of developing quality software products and shipping production ready software.  Reports To: VP Software Development. ·More...,,$55 - $60 an hour,
Applications Development Engineer III,Thermo Fisher Scientific,"Hillsboro, OR 97124","  In this role, you will have the opportunity to create effective solutions for customers to make important process decisions. ·More...",,$55 - $60 an hour,
"Image Signal Processing Engineer, Platform Architecture",Apple,"Beaverton, OR","  Experience writing software models of hardware algorithms.  At Apple, our Architecture group is responsible for connecting our hardware and software into one… ·More...",,$55 - $60 an hour,
Customer Communications Technology Sr. Genesys Engineer,Deloitte,"Portland, OR",  As an experienced Customer Communications Technology Sr. Genesys Engineer you will have the ability to share new ideas and collaborate on projects as a… ·More...,,$55 - $60 an hour,
Sr. C++ Software Development Engineer – Graphics,Esri,"Portland, OR",  5+ years of commercial software development experience.  Understanding of spatial and graphics algorithms and software design patterns. ·More...,,$55 - $60 an hour,
Sr. OS Infrastructure Engineer (Windows & Linux),U.S. Bank National Association,"Gresham, OR","  This may include infrastructure as code, programming, scripting languages, multi-cloud environments, system engineering and software development. ·More...",,$55 - $60 an hour,
Senior Firmware Engineer,Andrews Cooper Technology LLC,"Portland, OR","  Experience collaborating with other software developers using version control systems such as GIT.  Adept at software requirement management, and creation of… ·More...",,$55 - $60 an hour,
"software developer jobs in Vancouver, WA",,,,,,
ERP - Techno Functional - Lead Software Engineer,Nike,"Beaverton, OR 97078",  NIKE's Strategic Enterprise Capabilities program (SEC) is reinventing the way Nike does business.  SEC is driving end-to-end integration across hundreds of… ·More...,,$55 - $60 an hour,
Embedded Systems Engineer,Clario,"Hybrid work in Portland, OR","  3+ years of product development experience especially with connected devices, sensors and/or wearables with a proficiency in using CAD software (such as AutoCAD… ·More...",,$55 - $60 an hour,
Senior Machine Learning Engineer,Amazee Global Ventures Inc,"Portland, OR","  * Understanding of data structures, data modeling, and software architecture.  Duration: 12+ months (long-term possible).  Pay Rate: $60/hr on Contract W2. EmployerActive 7 days ago·More...",,$55 - $60 an hour,Active 7 days ago
"Senior Full Stack Engineer (Java, ReactJS)",EPAM Systems,"Beaverton, OR 97003","  Architect, design, and implement full-stack solutions using Java, ReactJS, and AWS services, ensuring performance, quality, and security. ·More...",,$55 - $60 an hour,
Automation Engineer 3 - (Data Analytics/Automation Anywhere/Microsoft PowerApps),U.S. Bank National Association,"Gresham, OR","  Robotics and/or Intelligent Automation software (e.g. Automation Anywhere, Work Fusion, Blue Prism, UI Path, NICE NEVA or other automation technologies) a huge… ·More...",,$55 - $60 an hour,
Principal Software Engineer - Search - Lucene,Veeva Systems,"Portland, OR",  12+ years of software development experience with proven track record of building high volume products at scale.  Flexible PTO and company paid holidays. ·More...,,$55 - $60 an hour,
Senior .Net Developer,Q5id,"Hillsboro, OR",  Successful track record of developing quality software products and shipping production ready software.  Reports To: VP Software Development. ·More...,,$55 - $60 an hour,
Software Engineer II,Umpqua Bank,"Hillsboro, OR 97124",  Analyze existing issues and provide solutions to remediate; use issue resolution as an opportunity to improve supportability of the custom software. ·More...,,$55 - $60 an hour,
Government Cloud Engineer,INTEL,"Hybrid work in Hillsboro, OR","  Our developers and software engineers work in all software layers, across multiple operating systems and platforms to enable cutting-edge solutions. ·More...",,$55 - $60 an hour,
Applications Development Engineer III,Thermo Fisher Scientific,"Hillsboro, OR 97124","  In this role, you will have the opportunity to create effective solutions for customers to make important process decisions. ·More...",,$55 - $60 an hour,
Sr. C++ Software Development Engineer – Graphics,Esri,"Portland, OR",  5+ years of commercial software development experience.  Understanding of spatial and graphics algorithms and software design patterns. ·More...,,$55 - $60 an hour,
"Image Signal Processing Engineer, Platform Architecture",Apple,"Beaverton, OR","  Experience writing software models of hardware algorithms.  At Apple, our Architecture group is responsible for connecting our hardware and software into one… ·More...",,$55 - $60 an hour,
Customer Communications Technology Sr. Genesys Engineer,Deloitte,"Portland, OR",  As an experienced Customer Communications Technology Sr. Genesys Engineer you will have the ability to share new ideas and collaborate on projects as a… ·More...,,$55 - $60 an hour,
Sr. OS Infrastructure Engineer (Windows & Linux),U.S. Bank National Association,"Gresham, OR","  This may include infrastructure as code, programming, scripting languages, multi-cloud environments, system engineering and software development. ·More...",,$55 - $60 an hour,
Senior Firmware Engineer,Andrews Cooper Technology LLC,"Portland, OR","  Experience collaborating with other software developers using version control systems such as GIT.  Adept at software requirement management, and creation of… ·More...",,$55 - $60 an hour,
"software developer jobs in Vancouver, WA",,,,,,
Cloud Operations Engineer III,Umpqua Bank,"Hillsboro, OR 97124","  You have a strong understanding of the software development life cycle, and often find yourself seeking and sharing ideas on how to make it better. ·More...",,"$74,418.00 - $116,943.20 a year",
Sr. OS Infrastructure Engineer (Windows & Linux),U.S. Bank National Association,"Gresham, OR","  This may include infrastructure as code, programming, scripting languages, multi-cloud environments, system engineering and software development. ·More...",,"$74,418.00 - $116,943.20 a year",
Backend Production Supervisor,Precision Castparts Corp.,"Milwaukie, OR","  PCC is relentless in its dedication to being a high-quality, low-cost and on-time producer; delivering the highest value to its customers while continually… ·More...",,"$74,418.00 - $116,943.20 a year",
Oracle HCM Cloud - Senior Associate,PRICE WATERHOUSE COOPERS,"Portland, OR 97205 (Downtown area)","  We also drive continuous innovation including efforts to introduce automation, new solutions, industry-specific model systems and solutions. ·More...",,"$74,418.00 - $116,943.20 a year",
Senior Director of Software & Controls,ESS Inc,"Wilsonville, OR 97070","  Strategic Leadership: Lead the software and controls engineering teams in the design, development, and maintenance of firmware, software, and control systems… ·More...",,"$74,418.00 - $116,943.20 a year",
"Lead CPU Design Verification Engineer, Silicon",Google,"Portland, OR (Downtown area)","  Bachelor's degree in Electrical Engineering, Computer Engineering, Computer Science, or a related field, or equivalent practical experience. ·More...",,"$74,418.00 - $116,943.20 a year",
Principal Engineer - ServiceNow,U.S. Bank National Association,"Portland, OR 97204",  The candidate takes responsibility of the software artifacts produced adhering to U.S.  The candidate will be adept with the agile software development lifecycle… ·More...,,"$74,418.00 - $116,943.20 a year",
Salesforce Field Service Cloud Developer Specialist - Resources,Accenture,"Beaverton, OR 97006 (Triple Creek area)",  Participate in software development life cycle from requirements analysis to deployment.  Minimum 3 years’ experience in Field Service software or business… ·More...,,"$74,418.00 - $116,943.20 a year",
Senior Firmware Engineer,Andrews Cooper Technology LLC,"Portland, OR","  Experience collaborating with other software developers using version control systems such as GIT.  Adept at software requirement management, and creation of… ·More...",,"$74,418.00 - $116,943.20 a year",
IT Enterprise Applications Specialist / Developer,Cowlitz County,"Kelso, WA 98626","  Meet with stakeholders to identify software functionality needs, and translate those needs using standard software development tools into a working system that… ·More...",,"$74,418.00 - $116,943.20 a year",
Oracle HCM Cloud - Senior Manager,PRICE WATERHOUSE COOPERS,"Portland, OR 97205 (Downtown area)","  We also drive continuous innovation including efforts to introduce automation, new solutions, industry-specific model systems and solutions. ·More...",,"$74,418.00 - $116,943.20 a year",
Industry X - Manufacturing Execution Systems (MES) Consultant,Accenture,"Hybrid work in Beaverton, OR 97006",  This role will align with our Manufacturing & Operations practice and fall under the Production & Operations capability.  Estimate and plan project work. ·More...,,"$74,418.00 - $116,943.20 a year",
GCP Platform Architect,Accenture,"Hybrid work in Beaverton, OR 97006","  In this role, you will play a critical part in shaping, implementation and support of client’s cloud platforms, ensuring scalability, security and optimal… ·More...",,"$74,418.00 - $116,943.20 a year",
Industry X - MES Siemens Opcenter Camstar Manager,Accenture,"Hybrid work in Beaverton, OR 97006","  Work with clients to understand their business objectives and translate them into technical requirements.  Lead the Solution Design, development, documentation,… ·More...",,"$74,418.00 - $116,943.20 a year",
Guidewire Claimcenter Configuration Lead,Accenture,"Beaverton, OR 97006 (Triple Creek area)",  A talented application Claimcenter Configuration with deep knowledge of Guidewire integration with Claimcenter application solutions. ·More...,,"$74,418.00 - $116,943.20 a year",
"software developer jobs in Vancouver, WA",,,,,,
Automation Engineer 3 - (Data Analytics/Automation Anywhere/Microsoft PowerApps),U.S. Bank National Association,"Gresham, OR","At U.S. Bank, we’re on a journey to do our best. Helping the customers and businesses we serve to make better and smarter financial decisions and enabling the…·More...",,"$90,100 - $116,600 a year",
Simulation AI Software Engineer,Ampere Computing,"Hybrid work in Portland, OR 97209","Description Invent the future with us. Recognized by Fast Company’s 2023 100 Best Workplaces for Innovators List, Ampere is a semiconductor design company…·More...",,"$90,100 - $116,600 a year",
